Antecedent,Antecedent Coverage %,Confidence,Lift
0.035 < MAJOR_COMMIT <= 0.65,0.14058,0.97,1.15448
MAJOR_COMMIT <= 0.035,0.25867,0.96739,1.15137
CountDeclMethodPublic <= 0.88,0.18276,0.95897,1.14136
0.65 < MAJOR_COMMIT <= 1.06,0.24695,0.95636,1.13824
CountClassCoupled <= 0.58,0.2015,0.95349,1.13483
OWN_COMMIT <= 0.02,0.25117,0.9403,1.11913
AvgCyclomaticModified <= 0.86,0.15042,0.93769,1.11603
CountClassDerived > 0.63,0.18041,0.92727,1.10363
18.2 < CountLineComment <= 21,0.23336,0.9257,1.10176
-0.286 < CountDeclClassVariable <= 0.018 & -0.028 < CountDeclMethodPrivate <= 0.04,0.49859,0.91729,1.09175
