Antecedent,Antecedent Coverage %,Confidence,Lift
0.07 < MAJOR_COMMIT <= 0.735,0.15941,0.99128,1.20044
MAJOR_COMMIT <= 0.07,0.2354,0.99016,1.19908
OWN_COMMIT <= 0.045,0.22475,0.96082,1.16356
0.735 < MAJOR_COMMIT <= 1.145,0.22196,0.93946,1.13768
CountClassCoupled <= 0.82,0.18906,0.93873,1.1368
0.82 < CountClassCoupled <= 2.06,0.23401,0.91485,1.10788
25.95 < CountLineComment <= 34.55,0.18304,0.91392,1.10676
-0.05 < CountDeclMethodProtected <= 0.57,0.29008,0.91054,1.10267
CountOutput_Min > 1.855,0.20158,0.90115,1.09129
MINOR_LINE <= 1.05,0.24328,0.89714,1.08644
