Antecedent,Antecedent Coverage %,Confidence,Lift
0.065 < MAJOR_COMMIT <= 0.745,0.15296,0.98187,1.16298
MAJOR_COMMIT <= 0.065,0.24538,0.98117,1.16215
OWN_COMMIT <= 0.025,0.23845,0.95349,1.12936
CountClassCoupled <= 0.7,0.18438,0.94236,1.11618
CountLineComment <= 17.75,0.13216,0.94056,1.11405
0.88 < CountDeclMethodPublic <= 2.56,0.22505,0.93634,1.10906
17.75 < CountLineComment <= 21.45,0.28004,0.92739,1.09846
1.92 < CountClassCoupled <= 3.36,0.22736,0.92683,1.09779
0.025 < OWN_COMMIT <= 0.39,0.16821,0.92582,1.0966
0.745 < MAJOR_COMMIT <= 1.13,0.22412,0.91959,1.08921
