,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
875,2.0,0.0,1.0,8.0,13.0,1.0,2.0,0.0,13.0,8.0,0.22,0.0,81.0,2.0,0.0,4.0,2.0,4.72727272727273,1.0,1.0,1.0,1.57142857142857,1.0,0.0,1.0,0.0
908,7.0,0.0,1.0,0.0,0.666666666666667,0.0,2.0,0.0,10.0,10.0,0.4099999999999999,0.0,82.0,1.0,0.0,7.0,1.0,6.62962962962963,1.0,1.0,1.0,1.26666666666667,0.666666666666667,0.0,1.0,1.0
201,0.0,0.5,3.0,4.0,17.0,4.0,4.0,0.0,17.0,11.0,0.6,0.0,72.0,3.0,0.0,6.0,1.0,4.05263157894737,1.0,1.0,1.0,1.125,0.5,0.0,4.0,4.0
226,0.0,1.0,18.0,32.99999999999999,4.0,1.0,4.0,2.0,6.0,33.0,0.1599999999999999,0.0,95.0,4.0,0.0,18.0,1.0,2.05555555555556,0.0,1.0,1.0,0.536585365853659,1.0,0.0,2.0,1.0
50,1.0,1.0,2.0,0.0,0.25,0.0,1.0,0.0,1.0,8.0,0.3399999999999999,0.0,-7.105427357601002e-15,4.0,0.0,1.0,1.0,0.875,0.0,2.0,1.0,0.4,0.25,0.0,2.0,2.0
321,1.0,0.0,0.0,0.222222222222222,34.0,3.0,1.0,0.0,9.0,9.0,0.4899999999999999,0.0,93.0,4.0,0.0,9.0,1.0,5.21428571428571,0.0,2.0,1.0,0.764705882352941,0.222222222222222,0.0,3.0,2.0
48,2.0,2.0,9.0,0.25,1.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,-7.105427357601002e-15,4.0,0.0,2.0000000000000004,1.0,1.8,0.0,1.0,1.0,0.4166666666666671,0.25,0.0,3.0,0.0
326,8.0,1.0,9.0,1.0,3.0,10.0,1.0,0.0,0.0,1.0,0.61,3.0,72.0,1.0,0.0,8.0,1.0,5.4,2.0,1.0,1.0,2.14285714285714,1.0,0.0,3.0,4.0
854,12.0,0.2,3.0,3.0,8.0,3.0,2.0,0.0,8.0,7.0,0.1999999999999999,3.0,33.0,4.0,0.0,23.0,1.0,4.27777777777778,0.0,1.0,1.0,0.142857142857143,0.2,0.0,3.0,2.0
205,,,,,,,,,,,,,,,,,,,,,,,,,,
388,4.0,0.0,9.0,0.375,0.0,0.0,1.0,0.0,4.0,9.0,0.36,0.0,78.0,4.0,0.0,4.0,1.0,3.5,0.0,1.0,1.0,0.75,0.375,0.0,3.0,3.0
398,0.0,0.0,2.0,1.0,0.6,5.0,2.0,0.0,8.0,22.0,1.26,0.0,86.0,2.0,1.0,9.0,1.0,9.17391304347826,1.0,1.0,1.0,0.444444444444444,0.6,0.0,3.0,8.0
408,2.0,0.4,13.0,0.0,3.0,6.0,3.0,3.0,6.0,11.0,1.15,0.0,72.0,2.0,36.0,13.0,1.0,17.05,1.0,0.0,1.0,0.666666666666667,0.533333333333333,0.0,3.0,5.0
196,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,,,,,
