Antecedent,Antecedent Coverage %,Confidence,Lift
0.74 < CountClassCoupled <= 2.66,0.21021,0.97773,1.08377
OWN_LINE > 0.946,0.19757,0.9763,1.08219
CountClassCoupled <= 0.74,0.1971,0.97387,1.0795
-0.07 < Del_lines <= 0.34,0.80009,0.97074,1.07603
CountOutput_Min > 2.385,0.1765,0.96552,1.07024
2.66 < CountClassCoupled <= 4.38,0.18961,0.96543,1.07014
0.8 < OWN_LINE <= 0.946,0.19195,0.96098,1.0652
17.6 < CountLineComment <= 26.8,0.27434,0.95734,1.06117
PercentLackOfCohesion <= 1.5,0.2486,0.95669,1.06045
-0.043 < MAJOR_LINE <= 0.03,0.53277,0.94288,1.04515
