Antecedent,Antecedent Coverage %,Confidence,Lift
-0.065 < Del_lines <= 0.31,0.78788,0.99579,1.11808
0.24 < CountClassCoupled <= 1.88,0.22727,0.98958,1.11111
CountClassCoupled <= 0.24,0.18845,0.98744,1.1087
PercentLackOfCohesion <= 1,0.26799,0.98057,1.10099
1.88 < CountClassCoupled <= 3.24,0.2017,0.97183,1.09118
-0.46 < CountDeclInstanceVariable <= 0.82,0.31155,0.97112,1.09039
OWN_LINE > 0.964,0.19934,0.962,1.08014
CountInput_Min > 2.16,0.18324,0.96124,1.07929
CountClassBase <= 0.69,0.16809,0.96056,1.07853
1.2 < RatioCommentToCode <= 2.12,0.19366,0.95844,1.07614
