CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,1.0,0.0,33.0,2.0,0.0,3.0,2.0,2.67,2.0,1.0,0.0,0.0,0.98,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,1.0,2.0,4.0,0.32,0.0,88.0,1.0,2.0,5.0,3.0,1.9,0.0,1.0,0.0,0.0,0.94,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,23.0,1.0,1.0,4.0,0.33,0.0,54.0,2.0,2.0,3.0,1.0,4.5,1.0,0.0,0.0,2.0,0.82,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,2.0,26.0,2.0,3.0,4.0,0.22,0.0,80.0,1.0,0.0,7.0,4.0,2.07,0.0,1.0,0.0,2.0,0.98,1.0,0
0.0,1.0,1.0,1.0,0.0,0.0,2.0,22.0,4.0,5.0,10.0,0.12,0.0,81.0,2.0,0.0,4.0,2.0,2.9,0.0,1.0,0.0,14.0,0.96,2.0,0
0.0,0.0,1.0,1.0,0.0,1.0,1.0,23.0,3.0,2.0,4.0,0.38,1.0,66.0,2.0,0.0,3.0,2.0,1.8,0.0,1.0,0.0,8.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,2.0,1.0,36.0,3.0,2.0,5.0,0.47,2.0,66.0,2.0,0.0,3.0,2.0,1.83,0.0,1.0,0.0,5.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,2.0,2.0,22.0,1.0,0.0,2.0,0.76,2.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,10.0,1.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,0.0,2.0,1.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,4.0,1.0,0.0,10.0,7.0,49.0,1.0,3.0,4.0,0.31,3.0,46.0,3.0,1.0,2.0,1.0,5.33,2.0,1.0,0.0,0.0,0.94,2.0,1
0.0,0.0,2.0,0.0,0.0,8.0,3.0,40.0,1.0,1.0,0.0,1.14,1.0,0.0,2.0,0.0,0.0,1.0,2.33,1.0,2.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,7.0,2.0,58.0,1.0,2.0,2.0,1.14,1.0,41.0,1.0,1.0,0.0,2.0,3.5,2.0,2.0,0.0,0.0,1.0,0.0,0
