,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
363,0,0,0,0,0,0,508,1,0,1,0,1.07,0,0,0,0,0,0,0.0,0,0,0.0,0,12,0.5232683982683985,0,5
24,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,0,1,0,0,3,83,1,2,11,12,0.39,1,74,1,2,13,2,4.73333333333333,1,0,1.05882352941176,0,0,0.288235294117647,0,1
746,19,14,3,14,5,16,1108,1,0,3,0,0.95,5,92,1,0,2.5,1,11.6666666666667,3,1,1.97142857142857,0,0,0.99685393258427,0,0
395,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0,0,1,19,0,31,230,1,0,0,6,0.73,7,84,2,0,27,1,6.33333333333333,0,2,1.0,0,6,0.978300180831826,0,1
833,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0,0,1,11,0,18,114,1,0,0,4,0.62,6,54,2,0,8.0,1,8.5,6,3,1.83333333333333,0,4,0.977635782747604,0,2
1118,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1,1,1,0,0,12,205,1,1,7,8,0.89,2,80,4,1,12.0,2,6.09090909090909,0,1,1.46153846153846,0,2,1.0,0,2
897,0,1,1,0,0,13,140,1,0,1,7,0.92,2,75,5,0,17.5,1,4.375,0,1,0.7,0,0,0.973760932944606,0,2
854,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,6,0,2,0,0,11,257,1,0,21,8,0.87,2,82,3,0,4.5,2,5.71428571428571,1,2,1.375,0,2,0.988853503184713,0,1
1235,1,9,1,2,0,6,136,1,0,10,2,0.95,1,83,1,0,11,1,5.08333333333333,1,1,0.714285714285714,0,0,0.976539589442815,0,1
2020,0,0,1,0,0,0,130,1,0,0,112,0.29,0,0,1,0,33,3,0.0178571428571429,0,0,0.0,0,17,0.978319783197832,0,1
907,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,0,2,3,0,0,14,281,1,4,2,11,0.67,3,52,6,0,15.5,1,4.47058823529412,0,1,1.42105263157895,0,0,1.0,0,1
2097,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1,1,3,0,0,27,134,1,0,5,2,0.7,9,44,3,0,7.5,1,7.0,1,1,2.66666666666667,0,4,0.971502590673575,0,2
23,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2,0,2,2,15,4,98,1,0,0,14,0.51,2,81,1,0,2,1,15.75,1,1,1.27777777777778,0,2,0.974137931034483,0,2
477,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1,1,1,2,0,4,338,1,3,2,49,0.77,0,78,3,0,11,1,2.09259259259259,0,1,0.535714285714286,0,2,0.990066225165563,0,2
778,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,1,5,1,0,0,11,345,1,0,3,21,1.04,1,85,4,0,13.5,1,2.48148148148148,0,0,0.689655172413793,0,2,1.0,0,2
1003,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,2,1,1,0,0,6,267,2,0,19,28,0.7,1,86,2,0,13.5,2,2.93548387096774,0,1,1.02941176470588,0,1,1.0,0,1
1065,1,1,2,1,0,9,124,1,2,3,5,0.59,1,58,5,0,8.0,2,7.88888888888889,1,1,1.36363636363636,0,1,0.976,0,2
1075,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,,,,,,,,,,,,
