,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
210,0,0,1,0,36,0,9,1,0,3,0.67,0,1,60,2,0,1,2,3.4,1,2.9,1,1,0.416666666666667,0,1,1.0,0,3,10
592,0,0,1,0,2,0,36,5,0,8,0.25,0,4,71,3,0,9,2,3.27272727272727,1,5.45454545454545,1,1,0.764705882352941,1,39,0.8,0,1,1
603,2,2,2,0,1,2,86,3,1,4,0.28,1,9,62,1,0,13,2,3.4375,0,8.125,1,1,1.45,0,34,0.666666666666667,0,3,4
625,0,0,1,138,387,1,555,0.15000000000000002,2,4,0.14,0,8,99,1,0,2,2,4.66835443037975,1,4.31645569620253,1,1,0.183879093198992,8702,1,94,0,2,1
474,1,1,1,1,1,0,33,2,0,0,0.26,0,4,85,4,1,13,2,4.11111111111111,2,3.6,2,1,0.75,0,1,1.0,0,4,3
477,1,19,1,8,9,0,40,4,3,10,0.09,0,9,100,5,2,19,4,2.69354838709677,0,3.37096774193548,0,1,0.414285714285714,0,19,0.454545454545455,0,3,4
539,19,0,1,1,11,0,18,3,1,2,0.05,1,22,86,3,3,1,2,4.45945945945946,0,5.83783783783784,1,1,0.829268292682927,0,19,1.0,0,2,8
468,1,0,1,4,15,0,57,4,1,7,0.12,0,11,54,2,0,13,2,3.33333333333333,1,6.10416666666667,1,1,0.842105263157895,0,76,0.666666666666667,0,4,1
515,0,0,1,0,0,0,145,1,0,13,1.03,0,18,100,1,0,4,1,3.76190476190476,0,3.33333333333333,1,0,0.52,0,145,0.15000000000000002,0,3,4
602,1,0,1,0,9,0,36,1,1,4,0.11,0,22,60,4,1,10,2,2.95238095238095,0,4.71428571428571,2,1,0.679245283018868,0,36,0.5,0,4,4
542,11,0,2,5,8,1,137,4,0,3,0.14,1,11,97,1,0,19,2,5.0655737704918,0,8.60655737704918,1,1,0.959459459459459,0,385,0.906976744186046,2,3,0
270,2,0,1,0,7,0,70,3,0,31,0.13,1,52,96,1,0,19,3,5.72881355932203,1,4.15254237288136,1,1,0.333333333333333,0,3,1.0,0,1,0
652,2,0,1,0,62,0,38,54,0,23,0.03,1,53,16,1,0,6,2,4.55474452554745,1,5.47445255474453,2,1,0.682291666666667,0,20,0.8,0,1,1
653,0,3,1,1,18,0,39,8,3,6,0.13,0,21,89,3,0,1,2,6.60416666666667,1,4.60416666666667,2,1,0.385964912280702,0,56,0.75,0,1,2
662,2,0,1,0,2,0,79,22,0,2,0.16,0,58,33,4,0,19,2,2.62903225806452,0,4.83870967741935,2,1,0.325581395348837,0,0,0.0,0,3,0
256,0,0,1,0,0,0,3,12,14,15,0.08,0,217,93,1,2,19,2,5.80645161290323,0,5.62672811059908,0,1,0.280172413793103,0,145,0.821428571428571,0,1,1
552,2,0,2,2,1,0,43,2,3,1,0.18,0,9,93,3,2,13,2,4.12121212121212,0,4.09090909090909,1,1,0.5,0,16,1.0,0,3,4
649,1,3,1,4,0,0,46,1,0,4,0.12,0,17,100,3,0,13,2,2.67391304347826,0,4.89130434782609,1,1,0.459016393442623,0,437,0.25,0,4,4
668,0,0,1,4,34,0,45,1,4,2,0.07,1,20,100,4,2,19,2,2.77777777777778,0,6.37037037037037,1,1,0.849315068493151,0,83,0.739130434782609,0,4,0
669,1,0,1,1,62,1,174,4,0,0,0.15,1,10,100,4,5,19,2,3.71428571428571,0,6.49206349206349,1,1,0.651851851851852,0,198,0.342857142857143,0,6,0
685,2,0,1,1,4,0,53,2,0,4,0.28,1,0,77,3,0,19,2,6.22727272727273,0,5.40909090909091,1,1,0.48,0,19,0.727272727272727,0,3,0
667,11,0,2,6,43,2,586,4,16,10,0.22,2,0,97,3,3,19,2,4.7292817679558,0,8.38674033149171,1,1,1.12299465240642,0,507,0.391304347826087,4,3,0
640,8,1,2,4,13,1,163,1,0,1,0.25,0,47,88,5,0,9,1,4.36111111111111,0,5.76388888888889,1,1,0.810810810810811,0,11,0.1,0,4,6
567,1,0,1,2,62,0,71,2,0,1,0.05,0,3,100,2,0,73,1,5.59656652360515,0,3.90557939914163,1,1,0.48728813559322,0,17,0.607142857142857,0,2,0
696,11,2,2,3,14,0,90,5,0,14,0.14,0,58,90,3,0,13,2,3.3125,0,3.85,0,1,0.674418604651163,0,48,1.0,0,4,0
659,11,0,1,8,0,0,158,3,0,2,0.19,0,39,92,5,0,19,2,6.448,0,4.064,1,1,0.643410852713178,0,90,0.714285714285714,0,4,0
817,11,1,4,15,0,0,56,4,0,8,0.09,1,13,92,1,2,6,2,5.37142857142857,1,3.71428571428571,1,1,1.47619047619048,0,1,0.538461538461538,0,3,4
823,11,0,2,4,4,2,306,3,0,12,0.28,1,58,76,2,0,13,3,3.94117647058824,0,5.37647058823529,0,1,1.30337078651685,0,438,0.588235294117647,0,4,0
656,1,1,2,11,45,2,259,1,3,2,0.21,2,33,96,4,1,11,2,4.02564102564103,0,8.28205128205128,1,1,1.11904761904762,0,161,0.666666666666667,0,4,0
638,0,4,1,22,5,3,612,4,17,7,0.81,0,18,98,1,1,19,6,15.9015151515152,0,4.09848484848485,0,1,0.467153284671533,0,3,0.75,0,2,6
665,11,1,2,37,0,0,86,1,3,65,0.07,0,0,100,1,7,11,2,4.26271186440678,0,2.99152542372881,1,0,0.524193548387097,0,124,0.53125,0,3,4
689,11,17,2,11,56,0,155,4,0,7,0.09,0,2,100,3,0,19,3,5.73015873015873,0,6.31746031746032,1,0,1.0530303030303,0,156,1.0,0,3,0
643,0,0,1,5,9,1,192,1,6,17,0.18,0,9,96,4,3,19,2,6.71074380165289,0,4.41322314049587,1,1,0.778625954198473,0,165,0.8125,3,3,0
551,1,0,1,2,7,0,68,1,2,5,0.12,0,53,87,5,0,12,1,5.015625,0,5.40625,1,1,0.742424242424242,0,13,0.833333333333333,0,3,7
702,0,0,1,13,0,0,84,2,2,2,0.12,1,11,94,3,0,19,2,3.08219178082192,0,5.64383561643836,1,1,0.552631578947368,0,3,0.8,0,1,9
680,1,1,1,6,29,2,261,1,10,0,0.43,0,0,100,3,5,19,2,7.5049504950495,0,3.63366336633663,1,1,0.4,0,24,0.428571428571429,0,3,9
660,2,0,1,18,6,2,6,2,1,1,0.31,0,0,94,4,0,19,2,6.96491228070175,0,5.28070175438596,1,1,0.683333333333333,0,23,0.352941176470588,0,4,2
496,11,0,1,22,1,2,216,2,7,3,0.19,2,4,2,2,1,19,2,7.76363636363636,2,7.61818181818182,1,1,1.22413793103448,0,1068,1.0,0,1,3
547,1,38,1,14,1,0,157,22,2,45,0.1,0,0,98,4,4,19,2,3.13142857142857,0,5.17142857142857,0,0,0.722222222222222,0,374,1.0,0,2,5
778,2,0,2,6,2,1,189,1,29,4,0.21,1,3,91,2,5,19,2,4.43243243243243,0,5.47297297297297,0,0,1.13636363636364,0,240,0.321428571428571,0,3,0
853,11,4,2,13,30,1,161,1,0,1,0.16,0,9,100,2,5,0,2,4.15476190476191,0,4.5,0,0,1.13,0,135,0.392857142857143,0,3,5
