"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-3.5 < Del_lines <= 2.3'","b'target = 0'",0.44535,929,0.44535,929,1,0.01943,1.04561,9.81892e-25,0.95638,1995
"b'000001'","b'0.46 < CountClassCoupled <= 1.66'","b'target = 0'",0.21381,446,0.21381,446,1,0.00933,1.04561,1.79235e-10,0.95638,1995
"b'000002'","b'27.8 < CountLineComment <= 40'","b'target = 0'",0.21189,442,0.21189,442,1,0.00924,1.04561,2.25132e-10,0.95638,1995
"b'000003'","b'0.49 < CountInput_Mean <= 1.39'","b'target = 0'",0.21045,439,0.21045,439,1,0.00918,1.04561,2.67014e-10,0.95638,1995
"b'000004'","b'CountClassCoupled <= 0.46'","b'target = 0'",0.18265,381,0.18265,381,1,0.00797,1.04561,6.79903e-09,0.95638,1995
"b'000005'","b'2.3 < Del_lines <= 11.2'","b'target = 0'",0.1419,296,0.1419,296,1,0.00619,1.04561,6.40421e-07,0.95638,1995
"b'000006'","b'CountLineComment <= 27.8'","b'target = 0'",0.22196,463,0.22148,462,0.99784,0.0092,1.04336,1.92496e-09,0.95638,1995
"b'000007'","b'1.66 < CountClassCoupled <= 3.64'","b'target = 0'",0.21524,449,0.21477,448,0.99777,0.00891,1.04329,4.13938e-09,0.95638,1995
"b'000008'","b'CountInput_Mean <= 0.49'","b'target = 0'",0.20182,421,0.20134,420,0.99762,0.00832,1.04313,1.86969e-08,0.95638,1995
"b'000009'","b'CountClassBase <= 0.794'","b'target = 0'",0.18265,381,0.18217,380,0.99738,0.00749,1.04287,1.52761e-07,0.95638,1995
