"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-8.3 < Del_lines <= 1.3'","b'target = 0'",0.41797,879,0.41797,879,1,0.01789,1.04471,1.68603e-22,0.9572,2013
"b'000001'","b'25 < CountLineComment <= 37.4'","b'target = 0'",0.21969,462,0.21969,462,1,0.0094,1.04471,1.15761e-10,0.9572,2013
"b'000002'","b'37.4 < CountLineComment <= 52.6'","b'target = 0'",0.20637,434,0.20637,434,1,0.00883,1.04471,5.53745e-10,0.9572,2013
"b'000003'","b'CountClassCoupled <= 0.5'","b'target = 0'",0.20162,424,0.20162,424,1,0.00863,1.04471,9.62143e-10,0.9572,2013
"b'000004'","b'0.4885 < OWN_COMMIT <= 0.509'","b'target = 0'",0.32715,688,0.32668,687,0.99855,0.01353,1.04319,5.94447e-15,0.9572,2013
"b'000005'","b'0.5 < CountClassCoupled <= 2.04'","b'target = 0'",0.20352,428,0.20304,427,0.99766,0.00823,1.04227,1.95142e-08,0.9572,2013
"b'000006'","b'-0.215 < CountDeclMethodProtected <= 0.215'","b'target = 0'",0.38612,812,0.38516,810,0.99754,0.01557,1.04214,4.60074e-17,0.9572,2013
"b'000007'","b'2.04 < CountClassCoupled <= 3.8'","b'target = 0'",0.19068,401,0.1902,400,0.99751,0.00768,1.0421,7.91211e-08,0.9572,2013
"b'000008'","b'CountLineComment <= 25'","b'target = 0'",0.18022,379,0.17974,378,0.99736,0.00724,1.04195,2.42525e-07,0.9572,2013
"b'000009'","b'CountInput_Mean <= 0.53'","b'target = 0'",0.17689,372,0.17641,371,0.99731,0.00709,1.0419,3.45043e-07,0.9572,2013
