"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-3.45 < Del_lines <= 1.4'","b'target = 0'",0.39565,836,0.39565,836,1,0.0161,1.04243,4.79617e-20,0.9593,2027
"b'000001'","b'1.4 < Del_lines <= 4.65'","b'target = 0'",0.20208,427,0.20208,427,1,0.00822,1.04243,2.35585e-09,0.9593,2027
"b'000002'","b'1.65 < RatioCommentToCode <= 2.355'","b'target = 0'",0.20445,432,0.20398,431,0.99769,0.00785,1.04001,4.40086e-08,0.9593,2027
"b'000003'","b'CountInput_Mean <= 0.64'","b'target = 0'",0.19735,417,0.19688,416,0.9976,0.00756,1.03993,9.23397e-08,0.9593,2027
"b'000004'","b'CountLineComment <= 26.2'","b'target = 0'",0.2035,430,0.20256,428,0.99535,0.00734,1.03758,5.79831e-07,0.9593,2027
"b'000005'","b'0.775 < CountDeclClass <= 1.06 & -0.0595 < MaxNesting_Min <= 0.019'","b'target = 0'",0.48935,1034,0.48462,1024,0.99033,0.01518,1.03235,2.16961e-11,0.9593,2027
"b'000006'","b'0.985 < CountClassBase <= 1.084'","b'target = 0'",0.32087,678,0.31756,671,0.98968,0.00975,1.03166,7.5586e-08,0.9593,2027
"b'000007'","b'0.82 < AvgCyclomaticModified <= 1.02'","b'target = 0'",0.58069,1227,0.57265,1210,0.98615,0.01559,1.02798,1.41518e-13,0.9593,2027
"b'000008'","b'-0.78 < CountClassDerived <= 0.13'","b'target = 0'",0.50308,1063,0.49503,1046,0.98401,0.01243,1.02576,2.48183e-09,0.9593,2027
"b'000009'","b'0.775 < CountDeclClass <= 1.06'","b'target = 0'",0.51727,1093,0.50639,1070,0.97896,0.01017,1.02049,1.37233e-06,0.9593,2027
