"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'23.4 < CountLineComment <= 36.2'","b'target = 0'",0.25624,534,0.25624,534,1,0.00898,1.0363,2.63457e-10,0.96497,2011
"b'000001'","b'CountInput_Mean <= 0.44'","b'target = 0'",0.19338,403,0.19338,403,1,0.00677,1.0363,1.12746e-07,0.96497,2011
"b'000002'","b'36.2 < CountLineComment <= 53.8'","b'target = 0'",0.18714,390,0.18714,390,1,0.00656,1.0363,2.00309e-07,0.96497,2011
"b'000003'","b'0.44 < CountInput_Mean <= 1.28'","b'target = 0'",0.20969,437,0.20921,436,0.99771,0.00687,1.03393,5.21563e-07,0.96497,2011
"b'000004'","b'0.4848 < OWN_COMMIT <= 0.5028'","b'target = 0'",0.34693,723,0.34597,721,0.99723,0.01119,1.03343,1.35001e-11,0.96497,2011
"b'000005'","b'1.62 < CountClassCoupled <= 3.18'","b'target = 0'",0.23129,482,0.23033,480,0.99585,0.00714,1.032,8.81042e-07,0.96497,2011
"b'000006'","b'-0.28 < CountDeclMethodProtected <= 0.03 & -0.018 < CountDeclMethodPrivate <= 0.09'","b'target = 0'",0.45921,957,0.45729,953,0.99582,0.01417,1.03197,6.0756e-09,0.96497,2011
"b'000007'","b'-0.28 < CountDeclMethodProtected <= 0.03 & -0.151 < MINOR_COMMIT <= 0.041'","b'target = 0'",0.53983,1125,0.53743,1120,0.99556,0.01651,1.03169,2.31466e-09,0.96497,2011
"b'000008'","b'-0.068 < MAJOR_LINE <= 0.122'","b'target = 0'",0.32198,671,0.32054,668,0.99553,0.00984,1.03167,2.18314e-09,0.96497,2011
"b'000009'","b'-2.9 < Del_lines <= 1.55'","b'target = 0'",0.43138,899,0.4285,893,0.99333,0.01223,1.02938,2.41977e-11,0.96497,2011
