test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
10,0,20.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.5187889529189615,0.4812110470810384,1
10,1,20.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9271895029415902,0.07281049705840978,2
10,2,20.0,0.0,2.0,0.0,1.0,3.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9750338937003454,0.024966106299654574,3
10,3,20.0,0.0,2.0,0.0,1.0,3.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9858104987113289,0.014189501288671122,4
10,4,20.0,0.0,2.0,0.0,1.0,3.0,23.0,1.0,0.0,9.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9902916214853422,0.009708378514657827,5
10,5,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9000569415511785,0.09994305844882151,2
10,6,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,1.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9372085180631993,0.06279148193680069,3
10,7,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9730848557130055,0.026915144286994538,3
10,8,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.85,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9843956486728184,0.015604351327181637,4
10,9,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,9.0,3.0,0.85,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9893187476280387,0.010681252371961257,5
10,10,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,337.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9803997541797929,0.019600245820207148,4
10,11,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.9778403491881937,0.02215965081180624,4
10,12,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.9811717550675068,0.01882824493249323,5
10,13,20.0,0.0,2.0,0.0,1.0,3.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9659892995548108,0.03401070044518916,3
10,14,20.0,0.0,2.0,0.0,1.0,3.0,23.0,1.0,0.0,3.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9790222616688177,0.020977738331182362,4
10,15,1.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9869937185928889,0.013006281407111114,4
10,16,20.0,0.0,2.0,0.0,1.0,3.0,23.0,1.0,0.0,13.0,3.0,29.08,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9823517515935506,0.017648248406449397,4
10,17,20.0,0.0,2.0,0.0,1.0,3.0,23.0,1.0,0.0,3.0,3.0,29.08,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9891847926218766,0.010815207378123401,5
10,18,20.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,1.0,0.0,2.0,0.8417850840878885,0.15821491591211145,2
10,19,20.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,0.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,1.0,0.0,2.0,0.9381679878390894,0.06183201216091066,3
1955,0,50.0,0.0,1.0,59.0,1.0,3.0,32.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,0.929274292742927,0.0,0.0,0.5400795996763337,0.4599204003236664,2
1955,1,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,1.0,0.0,0.0,0.9381156717338436,0.061884328266156405,3
1955,2,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,1.0,0.0,0.0,0.965642634648843,0.03435736535115695,4
1955,3,1.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,1.0,0.0,0.0,0.9721479867618787,0.027852013238121226,5
1955,4,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,91.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,0.929274292742927,0.0,0.0,0.8830059090509075,0.11699409094909258,3
1955,5,1.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,91.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,0.929274292742927,0.0,0.0,0.9125380882298425,0.08746191177015754,4
1955,6,1.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,91.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,7.8,1.0,0.0,0.564102564102564,0.0,6.0,0.929274292742927,0.0,0.0,0.923277821519387,0.07672217848061302,5
1955,7,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,6.0,0.929274292742927,0.0,0.0,0.9129487710123944,0.08705122898760566,3
1955,8,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,6.0,0.929274292742927,0.0,0.0,0.9523346498324017,0.047665350167598285,4
1955,9,50.0,0.0,1.0,59.0,87.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,6.0,0.929274292742927,0.0,0.0,0.9551493554638777,0.04485064453612236,5
1955,10,50.0,0.0,1.0,59.0,87.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,6.0,0.929274292742927,0.0,0.0,0.9411632177470499,0.058836782252950075,4
1955,11,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,9.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,6.0,1.0,0.0,0.0,0.9677063530303947,0.03229364696960534,4
1955,12,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,9.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,1.9,0.0,6.0,1.0,0.0,0.0,0.972616841752769,0.02738315824723102,5
