Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.015,0.08125,0.99451,1.29743
-0.015 < OWN_COMMIT <= 0.066,0.35402,0.99369,1.29638
1.8 < MaxInheritanceTree <= 2.095 & -0.185 < CountDeclMethodProtected <= 0.205,0.10848,0.96296,1.25628
CountClassCoupled <= 0.9,0.18036,0.96287,1.25616
1.8 < MaxInheritanceTree <= 2.095 & 0.755 < CountDeclClass <= 1.075,0.11161,0.96,1.25242
-0.11 < MAJOR_LINE <= 0.42 & -0.26 < AvgLineBlank <= 0.1,0.20045,0.95323,1.24358
1.8 < MaxInheritanceTree <= 2.095 & -0.28 < CountDeclClassMethod <= 0.025,0.14107,0.94304,1.23029
-0.11 < MAJOR_LINE <= 0.42 & -0.47 < CountDeclClassVariable <= 0.095,0.20089,0.93333,1.21763
AvgLineBlank <= -0.26,0.08884,0.92462,1.20626
-0.26 < AvgLineBlank <= 0.1 & 0.755 < CountDeclClass <= 1.075,0.27857,0.92308,1.20425
