Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.014,0.07366,1.0,1.26554
-0.014 < OWN_COMMIT <= 0.067,0.35134,0.99746,1.26232
1.085 < MaxInheritanceTree <= 1.855,0.17321,0.9433,1.19378
CountClassCoupled <= 0.85,0.19375,0.9424,1.19264
MaxInheritanceTree <= 1.085,0.22321,0.936,1.18454
CountDeclClass <= 0.908,0.07187,0.93168,1.17907
RatioCommentToCode > 1.515,0.19598,0.92938,1.17617
0.88 < RatioCommentToCode <= 1.515,0.19196,0.92558,1.17136
MAJOR_LINE <= -0.015,0.09554,0.91121,1.15318
CountInput_Min > 2.33,0.19688,0.9093,1.15075
