Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.007,0.07411,1.0,1.31301
-0.007 < OWN_COMMIT <= 0.082,0.33304,0.99598,1.30773
PercentLackOfCohesion <= 4.5 & -0.26 < AvgLineBlank <= 0.13,0.09955,0.97758,1.28357
RatioCommentToCode > 1.545,0.19955,0.95078,1.24839
-0.26 < AvgLineBlank <= 0.13 & -0.46 < CountDeclMethodPrivate <= 0.25,0.23661,0.93585,1.22878
CountClassCoupled <= 1.05,0.20893,0.92094,1.20921
MaxInheritanceTree <= 1.06,0.23393,0.91985,1.20777
-0.13 < MAJOR_LINE <= 0.19 & 0.73 < CountDeclClass <= 1.07,0.20491,0.91721,1.20431
0.83 < RatioCommentToCode <= 1.545,0.18616,0.91607,1.20281
1.05 < CountClassCoupled <= 3.4,0.19063,0.91101,1.19616
