test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
291,0,0.0,3.0,1.0,0.0,6.0,1.0,341.0,9.0,16.0,6.0,1.0,0.0,100.0,7.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,910.0,0.3,0.0,2.0,2.0,0.9445860236606528,0.055413976339347124
291,1,2.0,1.0,1.0,0.0,7.0,2.0,271.0,12.0,17.0,1.0,0.9,0.0,100.0,7.0,2.0,7.0,2.0,2.5,1.0,0.0,0.0,624.0,0.5,0.0,1.0,5.0,0.8940405359017641,0.10595946409823602
291,2,2.0,1.0,1.0,0.0,7.0,2.0,271.0,12.0,17.0,1.0,0.9,0.0,100.0,7.0,2.0,7.0,2.0,2.5,1.0,0.0,0.0,623.0,0.3,0.0,2.0,3.0,0.9447839782347462,0.0552160217652538
291,3,0.0,0.0,1.0,0.0,6.0,1.0,65.0,3.0,2.0,0.0,1.0,1.0,100.0,8.0,1.0,5.0,2.0,1.6,0.0,2.0,0.0,910.0,0.3,0.0,3.0,2.0,0.9461826561052266,0.05381734389477334
291,4,0.0,0.0,1.0,0.0,6.0,1.0,65.0,3.0,2.0,0.0,1.0,1.0,100.0,8.0,2.0,5.0,2.0,1.6,0.0,2.0,0.0,902.0,0.4,0.0,3.0,1.0,0.9447314948349861,0.0552685051650138
291,5,1.0,0.0,1.0,0.0,6.0,1.0,286.0,3.0,4.0,0.0,1.6,0.0,100.0,3.0,3.0,12.0,2.0,4.4,0.0,0.0,0.0,291.0,0.3,0.0,4.0,4.0,0.6406269204115336,0.3593730795884665
291,6,1.0,0.0,1.0,0.0,6.0,1.0,299.0,3.0,2.0,0.0,1.9,0.0,100.0,3.0,1.0,13.0,2.0,4.3,0.0,1.0,0.0,291.0,0.3,0.0,1.0,0.0,0.9525489863157671,0.04745101368423294
291,7,0.0,4.0,1.0,0.0,6.0,2.0,334.0,2.0,11.0,6.0,1.0,0.0,100.0,2.0,20.0,39.0,2.0,3.0,0.0,0.0,0.0,269.0,0.4,3.0,4.0,4.0,0.9452482624408233,0.05475173755917673
291,8,1.0,1.0,1.0,0.0,6.0,2.0,81.0,2.0,3.0,1.0,0.8,0.0,100.0,5.0,0.0,17.0,2.0,1.9,0.0,1.0,0.0,450.0,0.4,0.0,3.0,0.0,0.8116874004550018,0.1883125995449983
291,9,1.0,1.0,2.0,6.0,6.0,2.0,224.0,5.0,5.0,8.0,1.1,0.0,41.0,1.0,2.0,5.0,5.0,3.7,0.0,1.0,0.0,504.0,0.3,0.0,1.0,4.0,0.9447465729118592,0.05525342708814094
292,0,0.0,4.0,1.0,0.0,6.0,2.0,334.0,2.0,11.0,6.0,1.0,0.0,100.0,2.0,20.0,39.0,2.0,3.0,0.0,0.0,0.0,269.0,0.4,3.0,4.0,4.0,0.9452482624408233,0.05475173755917673
