test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
4,0,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,104.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.6173823974165117,0.3826176025834882,1
4,1,5.0,2.0,5.0,3.0,112.0,6.0,4.0,1.91,2.0,88.0,1.0,104.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.6199709725882576,0.38002902741174255,2
4,2,5.0,2.0,5.0,3.0,112.0,6.0,4.0,1.91,2.0,88.0,1.0,104.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.6207828664671076,0.3792171335328926,3
4,3,5.0,2.0,5.0,3.0,112.0,6.0,1.0,1.91,2.0,88.0,1.0,104.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.6207944081070311,0.379205591892969,4
4,4,5.0,2.0,5.0,3.0,112.0,6.0,1245.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.6053572959339021,0.3946427040660978,1
4,5,5.0,2.0,5.0,3.0,112.0,6.0,1245.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.7,0.0,1.0,0.0,7.0,8.0,0.6098437554857469,0.3901562445142531,2
4,6,5.0,2.0,5.0,3.0,112.0,6.0,1245.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,0.0,0.7,0.0,1.0,0.0,7.0,8.0,0.6110662992125431,0.3889337007874571,3
4,7,5.0,2.0,5.0,3.0,112.0,6.0,1245.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,0.0,1.0,0.0,0.7,0.0,1.0,0.0,7.0,8.0,0.6113922970288811,0.3886077029711188,4
4,8,5.0,2.0,5.0,3.0,112.0,6.0,1245.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,0.0,0.0,0.0,0.7,0.0,1.0,0.0,7.0,8.0,0.6117105935861403,0.3882894064138596,5
4,9,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,104.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,3.0,8.0,0.6385090010851039,0.3614909989148962,2
