,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
96,0,12,1,1,0,0,2,29,1,1,5,0.2,0,75,1,0,5,2,3.05882352941176,1,1,0,0,0.533980582524272,2
962,1,0,1,3,0,0,2,45,1,1,15,0.18,0,89,1,1,8,3,2.46428571428571,0,0,0,6,0.535087719298246,1
284,2,0,1,2,0,2,2,35.0,3,1,13,0.28,0,90,2,0,6.5,2,2.91891891891892,0,1,0,17,0.459016393442623,2
805,3,0,1,3,0,0,2,41,1,7,12,0.04,0,92,1,1,2.5,2,2.7027027027027,0,0,0,1,0.505263157894737,2
863,10,0,1,12,0,1,2,60.0,5,0,20.5,0.19,0,94,1,0,3,3,3.1875,1,1,0,24,0.56794425087108,2
1941,0,6,1,0,0,0,1,50,16,0,3,0.1,0,95,3,1,23,2,2.93650793650794,0,0,0,1,0.956591639871383,1
1255,0,14.0,1,2,0,0,1,23,2,9,10,0.04,0,79,2,2,4,2,3.07142857142857,0,1,0,1,0.52803738317757,2
147,0,0,1,1,0,4,2,111.0,1,4,3,0.73,0,100,3,0,4.5,1,3.32142857142857,0,1,0,1,0.505263157894737,1
1732,5,0,1,5,2,2,3,49,3,4,13,0.21,1,84,1,0,8,2,4.25,0,0,0,4,0.975308641975309,2
960,0,11.0,1,1,0,1,2,36,1,6,0,0.33,1,100,2,1,19,1,3.77777777777778,1,1,0,1,0.716763005780347,2
877,2,2,1,5,0,0,3,34,6,0,10.5,0.04,0,83,2,0,0,2,4.625,1,1,0,5,0.515723270440252,3
195,0,0,1,3,0,2,1,24.5,1,2,6.5,0.56,0,100,1,2,9.0,2,2.75,0,0,0,2,0.796190476190476,2
213,0,20.5,1,0,0,0,1,149.5,1,0,10,0.0,0,69,3,0,3,1,26.7,1,1,0,0,0.44578313253012,0
792,0,0,1,0,0,0,1,24.5,1,0,12.5,0.0,0,97,1,0,52.5,1,2.61904761904762,1,1,0,0,0.814465408805031,1
283,3,0,2,1,0,1,4,34,1,4,4,0.04,1,81,2,1,26,1,3.92857142857143,0,1,0,0,0.586538461538462,2
928,1,38.5,1,1,0,3,2,47,1,6,0,0.47,1,77,2,4,4.0,1,5.119298245614035,1,1,0,0,0.594117647058824,0
990,0,11.0,1,4,4,4,2,16.5,1,0,6,0.59,0,91,1,0,0.0,1,6.375,1,1,0,0,0.52,1
1165,0,0,1,0,2,0,1,54,2,1,4.5,0.0,0,100,5,0,4,2,0.3541666666666665,0,0,0,24.0,0.757028112449799,2
1970,0,1,1,2,0,0,1,18.0,4,0,6,0.17,0,69,3,0,5,3,2.4,0,1,0,0,0.555555555555556,1
2032,0,0,1,1,0,0,5,17.0,1,1,6,0.15,5,61,2,0,5,1,2.66666666666667,1,2,0,0,0.555555555555556,0
2042,16,0,1,0,5,0,3,24.5,4,0,14,0.0,0,77,2,0,5,2,4.84,0,0,0,2,0.6800925925925925,0
2048,1,0,2,0,0,2,3,18.5,6,1,6.5,0.0,2,61,2,0,1,2,6.73333333333333,0,1,0,2,0.97624703087886,1
104,0,38.5,1,2,0,0,2,38,1,7,6,0.0,0,87,2,0,4.5,1,5.16666666666667,1,1,0,1,0.725190839694656,2
172,4,0,1,2,4,2,2,44.5,2,3,6.5,0.38,0,100,1,0,17.5,2,3.92307692307692,1,1,0,0,0.495867768595041,2
432,4,20.5,1,18,0,0,2,56,3,3,4.5,0.0,0,94,1,1,2.5,2,4.96491228070175,0,1,0,1,0.749670619235837,3
729,0,38.5,1,0,0,1,2,44,1,0,1,0.32,1,62,2,0,4.0,2,0.3541666666666665,0,0,0,2,0.506787330316742,2
809,2,0,2,2,0,0,3,16.5,1,4,4,0.04,0,80,3,0,19.0,2,4.625,0,0,0,0.0,0.514705882352941,0
2064,1,38.5,2,1,0,2,4,29.0,1,0,5,0.39,14,45,1,0,2,1,4.75,26.0,2,0,2,0.816666666666667,0
543,0,38.5,2,1,0,2,1,34,1,4,0,0.44,0,60,3,1,3,1,4.4,1,2,0,2,0.875,0
78,6,1,1,5,3,4,2,31.5,7,21,6.5,0.75,0,97,1,2,16.0,4,5.14705882352941,0,0,0,0,0.527452745274527,4
1998,2,1,1,1,0,0,1,48.0,17,0,12,0.18,1,75,2,0,2,2,2.83333333333333,1,2,0,1.0,1.0,0
251,0,0,1,1,0,1,1,24.5,1,0,6.5,0.41,0,97,2,0,9.0,1,2.63529411764706,1,1,0,2,0.642647058823529,0
2004,2,0,1,1,2,0,2,22.0,17,3,9,0.0,1,81,4,0,0,2,2.41176470588235,0,1,0,25.5,0.632786885245902,0
2005,1,0,1,1,2,0,1,48.0,17,4,6,0.11,1,78,4,0,2,2,2.05263157894737,0,1,0,1.0,0.918819188191882,1
302,2,0,1,1,0,0,2,60,3,3,16.0,0.04,0,92,1,2,19.0,3,5.15909090909091,1,1,0,0,0.825242718446602,2
548,0,0,2,1,0,0,2,28.0,2,3,3,0.04,0,70,3,0,17.0,2,3.6,0,1,0,0,0.825242718446602,0
86,0,0,4,0,0,4,2,24.5,1,7,7,0.79,0,78,2,2,2.5,3,3.64705882352941,1,0,0,31.0,0.566552901023891,0
762,5,1,1,6,0,1,2,64.0,4,10,6.5,0.0,0,96,1,0,4.0,4,2.97916666666667,0,1,0,2,0.633272058823529,4
854,9,0,1,2,0,2,3,34.5,1,0,7,0.34,1,78,1,1,2.5,2,6.625,2,1,0,2,0.475609756097561,0
871,2,3,1,1,0,0,3,40.0,4,1,6.5,0.0,0,93,1,0,2.5,2,2.73333333333333,0,1,0,2,0.454649827784156,4
873,2,1,2,1,0,0,3,43,4,2,6.5,0.0,1,90,2,0,2.5,2,2.9,0,1,0,24.0,0.577249575551783,2
755,1,0,2,2,0,0,3,55,3,5,11,0.0,0,86,2,0,2.5,2,0.2771739130434785,1,1,0,83.5,0.443181818181818,2
972,0,20.5,1,1,0,1,2,24.5,4,5,14,0.23,0,85,2,4,3,2,6.08108108108108,1,1,0,2,0.356589147286822,1
1950,0,11.0,1,2,0,1,1,22.0,3,2,3,0.21,2,46,5,0,4,2,0.19675925925925902,1,2,0,0,0.577181208053691,1
1043,0,20.5,1,1,2,2,2,34.5,1,0,5,0.23,3,81,5,6,2.5,1,3.14516129032258,0,2,0,2,0.475270039795338,0
1956,1,20.5,1,12,0,0,2,51,2,6,7,0.0,1,85,2,0,4.5,2,3.33333333333333,0,2,0,2,0.416666666666667,0
1061,0,30.5,1,1,0,0,1,48.0,1,11,14,0.14,0,87,3,3,4,1,3.6875,1,0,0,128.5,0.790960451977401,0
80,1,0,1,6,1,2,1,34.5,2,7,12.5,0.53,0,97,2,3,2.5,6,17.821428571428548,0,1,0,0,0.539735099337748,4
1023,1,0,1,0,0,0,2,26.5,2,0,3,0.65,0,74,2,0,3,0,0.0254237288135593,0,1,0,8.0,0.342105263157895,0
1467,2,26.5,2,1,0,0,1,46,1,6,11,0.0,5,82,4,2,2.5,1,4.4375,1,1,0,4.0,0.493445692883895,1
1940,0,0.0,1,0,0,3,1,34.5,1,0,1,5.279999999999999,0,0,1,0,5,2,1.53658536585366,1,1,0,2,0.809264305177112,1
1949,0,18.5,1,2,0,0,3,128.0,1,1,4,0.04,2,62,2,0,22.5,1,3.25,2,6,0,0,0.570422535211268,0
1996,0,26.5,1,0,0,0,1,35.0,2,3,1,0.36,1,25,2,2,2,2,0.625,0,1,0,4,0.555555555555556,0
1866,0,30.5,1,0,0,0,2,35.0,1,2,0,0.14,0,0,1,2,2,2,2.25,0,1,0,169.0,0.605263157894737,0
16,0,38.5,1,0,1,2,2,58,1,3,5,0.29,0,85,2,0,2,1,2.0,0,1,0,2,0.387959866220736,1
1744,2,0,1,0,0,4,1,24.5,1,1,3,0.94,0,79,1,0,4,0,2.60869565217391,0,1,0,13.0,0.475609756097561,1
263,0,0,1,2,0,0,2,29.0,3,0,6,0.32,0,72,1,0,5,2,0.0254237288135593,0,1,0,60.0,0.547445255474453,2
927,0,0,1,2,0,1,2,34.5,3,9,1.0,0.39,0,93,4,4,0,1,2.52083333333333,1,1,0,4.0,0.487364620938628,2
192,0,30.5,1,1,0,2,2,55.0,1,8,12,0.23,0,82,1,3,0.5,2,4.48275862068965,0,0,0,0,0.6708333333333335,2
567,0,16.5,1,1,0,0,1,48,2,9,10,0.25,0,90,2,3,0.5,2,0.466666666666667,0,1,0,55.0,0.55,2
282,1,11.0,1,1,0,1,2,35.0,6,2,9,0.04,1,85,2,1,4.0,2,3.23076923076923,0,0,0,10.0,0.416531604538088,3
299,5,0,1,3,0,1,2,64.0,4,13,6.5,0.0,0,95,1,1,16.0,4,3.15957446808511,0,1,0,4.0,0.63271375464684,3
268,14,5,1,3,0,1,3,54.5,15,7,16.5,0.0,0,94,2,1,22.0,3,4.28712871287129,0,0,0,1.0,0.382173382173382,3
790,2,0,1,3,1,0,2,35.0,4,4,6.5,0.04,0,95,2,0,2.5,3,3.26666666666667,0,0,0,4.0,0.558260869565217,2
134,1,0,1,5,0,1,2,64.0,6,35,4.0,0.28,0,98,1,2,1.0,2,8.11940298507463,0,0,0,1.0,0.408026755852843,2
1942,20,1,1,9,0,0,2,64.0,30,11,6.5,0.0,0,100,2,2,16.0,2,3.98387096774194,0,0,0,4.0,0.969341161121983,2
861,0,26.5,1,1,0,0,2,35.0,1,0,4,0.35,0,65,2,0,5,2,0.1180555555555555,1,1,0,16,0.416666666666667,0
893,0,20.5,1,0,0,0,1,75.0,1,11.0,4,0.43,0,57,1,0,10.5,1,4.0,2,1,0,1,0.752941176470588,0
1535,2,1,1,3,0,5,2,140,17,0,1,0.41,5,79,5,2,5,2,1.91304347826087,1,1,0,13,0.514469453376206,1
916,0,30.5,1,3,0,0,3,35.0,1,0,8,0.15,1,77,1,0,17.0,1,4.18181818181818,1,1,0,68.0,0.621890547263682,0
202,0,28.0,1,0,0,4,1,189.0,1,0,0,3.5,0,0,1,1,2,1,4.17073170731707,0,0,0,0.0,0.416666666666667,0
1014,3,0,1,0,15,1,3,43,2,0,6,0.04,0,71,1,0,1,1,5.78260869565217,0,1,0,0,0.571428571428571,3
95,1,4,1,4,0,8,2,74.5,6,22,20.5,1.37,0,95,1,1,10.0,6,4.21296296296296,0,0,0,0.0,0.356589147286822,5
1054,0,0,1,3,1,1,2,50,1,12,6,0.04,4,76,5,1,13,1,4.89473684210526,0,1,0,6,0.741992882562278,1
267,0,30.5,2,2,0,2,3,24.5,19,9,14,0.24,0,89,2,2,4.5,2,4.025,0,0,0,1.0,0.531208499335989,2
929,1,0.0,1,1,0,1,2,30.5,2,5,10.5,0.35,0,93,4,4,2.5,2,2.06818181818182,0,0,0,17.0,0.404907975460123,2
1957,0,0,1,0,0,0,2,24,1,7,8,0.21,0,78,2,0,4,1,3.58333333333333,1,2,0,5,0.948717948717949,0
795,4,1,1,2,0,1,2,54.5,7,4,15.0,0.03,0,92,1,0,13.0,5,3.42592592592593,0,0,0,0.0,0.556005398110661,5
773,2,0,2,1,2,1,3,50.0,1,2,3,0.04,0,71,1,7,0,2,5.41176470588235,1,1,0,2,0.457861635220126,1
546,8,0,1,2,1,1,3,64.0,11,30,4.0,0.04,0,93,1,2,1.0,3,4.63291139240506,0,0,0,1.0,0.313213703099511,1
992,5,0,2,0,15,0,4,21,1,1,3,0.08,1,100,1,0,1,1,6.75,0,1,0,2,0.547400611620795,1
