test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1
16.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,58.0,1.0,5.0,9.0,0.56,0.0,85.0,2.0,2.0,0.0,1.0,2.4,0.0,1.0,0.0,0.0,0.6,2.0,0.9893048573592754,0.0106951426407245
78.0,0.0,11.0,12.0,1.0,4.0,1.0,4.0,4.0,564.0,13.0,1.0,37.0,0.31,1.0,92.0,2.0,1.0,28.0,2.0,6.4,0.0,1.0,0.0,5.0,1.0,1.0,0.9239761993127416,0.0760238006872583
80.0,0.0,16.0,11.0,1.0,8.0,0.0,2.0,2.0,243.0,5.0,0.0,35.0,0.33,0.0,93.0,1.0,0.0,12.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,1.0,0.8706833338571103,0.1293166661428896
85.0,0.0,16.0,11.0,1.0,8.0,0.0,2.0,2.0,243.0,5.0,0.0,35.0,0.33,0.0,93.0,1.0,0.0,12.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,1.0,0.8706833338571103,0.1293166661428896
86.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,106.0,1.0,1.0,2.0,0.64,0.0,78.0,1.0,2.0,8.0,2.0,1.5,0.0,1.0,0.0,0.0,0.4,0.0,0.9788044339657808,0.0211955660342193
95.0,0.0,0.0,40.0,1.0,8.0,0.0,2.0,2.0,370.0,19.0,4.0,44.0,0.27,0.0,94.0,1.0,0.0,20.0,3.0,5.4,0.0,1.0,0.0,0.0,1.0,0.0,0.9774936902877132,0.0225063097122867
96.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,33.0,1.0,0.0,5.0,0.47,0.0,68.0,2.0,0.0,3.0,1.0,3.4,1.0,1.0,0.0,0.0,0.7,0.0,0.9801477925553672,0.0198522074446326
104.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,42.0,1.0,0.0,7.0,0.09,0.0,87.0,3.0,0.0,25.0,2.0,3.9,1.0,1.0,0.0,0.0,0.9,2.0,0.782127743760454,0.217872256239546
134.0,0.0,16.0,11.0,1.0,8.0,0.0,2.0,2.0,243.0,5.0,0.0,35.0,0.33,0.0,93.0,1.0,0.0,12.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,1.0,0.8706833338571103,0.1293166661428896
147.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,127.0,1.0,3.0,9.0,0.29,0.0,89.0,2.0,0.0,18.0,2.0,4.2,0.0,1.0,0.0,0.0,0.6,0.0,0.8509831094528884,0.1490168905471116
166.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,33.0,3.0,30.0,12.0,0.09,0.0,87.0,4.0,9.0,13.0,2.0,8.5,0.0,0.0,0.0,0.0,0.6,2.0,0.931925416027528,0.0680745839724718
172.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,115.0,1.0,0.0,17.0,0.25,0.0,95.0,1.0,0.0,5.0,3.0,3.2,1.0,1.0,0.0,1.0,0.8,1.0,0.9281909782156236,0.0718090217843764
192.0,0.0,9.0,1.0,1.0,7.0,0.0,1.0,2.0,89.0,3.0,0.0,19.0,0.29,0.0,93.0,2.0,0.0,8.0,2.0,3.8,0.0,1.0,0.0,5.0,1.0,0.0,0.8928396583587391,0.1071603416412608
195.0,0.0,0.0,11.0,1.0,2.0,0.0,3.0,2.0,171.0,1.0,0.0,12.0,0.39,0.0,90.0,1.0,0.0,9.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,0.0,0.9853011767491398,0.0146988232508602
202.0,0.0,0.0,29.0,1.0,0.0,0.0,4.0,1.0,182.0,1.0,0.0,0.0,3.64,0.0,0.0,0.0,3.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,1.0,0.9745557070336058,0.0254442929663941
213.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,3.0,0.42,0.0,73.0,1.0,2.0,1.0,1.0,2.7,1.0,1.0,0.0,0.0,0.8,1.0,0.9980902727189658,0.0019097272810342
251.0,0.0,0.0,11.0,1.0,2.0,0.0,3.0,2.0,171.0,1.0,0.0,12.0,0.39,0.0,90.0,1.0,0.0,9.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,0.0,0.9853011767491398,0.0146988232508602
263.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,4.0,5.0,0.29,0.0,70.0,2.0,0.0,10.0,1.0,4.1,0.0,0.0,0.0,0.0,0.5,1.0,0.9145006764358552,0.0854993235641446
267.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,115.0,1.0,0.0,17.0,0.25,0.0,95.0,1.0,0.0,5.0,3.0,3.1,1.0,1.0,0.0,2.0,0.8,2.0,0.8596087308692266,0.1403912691307734
268.0,0.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,155.0,1.0,9.0,13.0,0.41,2.0,82.0,3.0,2.0,5.0,2.0,3.6,0.0,0.0,0.0,39.0,0.7,2.0,0.8150256817745464,0.1849743182254536
275.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,4.0,8.0,0.1,0.0,93.0,3.0,1.0,27.0,1.0,2.5,1.0,1.0,0.0,0.0,1.0,1.0,0.97219155435337,0.0278084456466298
282.0,0.0,11.0,1.0,1.0,6.0,0.0,0.0,2.0,82.0,17.0,1.0,28.0,0.16,0.0,100.0,2.0,2.0,14.0,2.0,3.7,0.0,0.0,0.0,16.0,1.0,0.0,0.6007533192757235,0.3992466807242765
283.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,32.0,1.0,2.0,1.0,0.73,0.0,83.0,3.0,1.0,16.0,1.0,4.2,1.0,1.0,0.0,0.0,0.4,0.0,0.8970499400034884,0.1029500599965115
284.0,0.0,9.0,1.0,1.0,7.0,0.0,1.0,2.0,89.0,3.0,0.0,19.0,0.29,0.0,93.0,2.0,0.0,8.0,2.0,3.8,0.0,1.0,0.0,5.0,1.0,0.0,0.8928396583587391,0.1071603416412608
299.0,0.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,155.0,1.0,9.0,13.0,0.41,2.0,82.0,3.0,2.0,5.0,2.0,3.6,0.0,0.0,0.0,39.0,0.7,2.0,0.8150256817745464,0.1849743182254536
302.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,2.0,62.0,2.0,0.0,18.0,0.14,0.0,92.0,1.0,0.0,16.0,2.0,3.6,1.0,1.0,0.0,0.0,0.5,1.0,0.9488475518290388,0.0511524481709613
432.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,2.0,62.0,2.0,0.0,18.0,0.14,0.0,92.0,1.0,0.0,16.0,2.0,3.6,1.0,1.0,0.0,0.0,0.5,1.0,0.9488475518290388,0.0511524481709613
543.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,31.0,1.0,1.0,1.0,0.41,0.0,58.0,2.0,0.0,10.0,1.0,3.7,2.0,1.0,0.0,0.0,0.9,2.0,0.8566005781970372,0.1433994218029628
546.0,0.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,155.0,1.0,9.0,13.0,0.41,2.0,82.0,3.0,2.0,5.0,2.0,3.6,0.0,0.0,0.0,39.0,0.7,2.0,0.8150256817745464,0.1849743182254536
548.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,33.0,3.0,1.0,2.0,0.22,0.0,66.0,2.0,0.0,11.0,2.0,3.9,1.0,1.0,0.0,0.0,0.5,2.0,0.8931140897029183,0.1068859102970817
567.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,30.0,1.0,2.0,6.0,0.25,0.0,77.0,2.0,0.0,4.0,1.0,3.2,1.0,0.0,0.0,40.0,0.6,1.0,0.915906883948678,0.0840931160513219
729.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,47.0,1.0,0.0,3.0,0.6,0.0,61.0,2.0,1.0,12.0,2.0,1.6,0.0,1.0,0.0,0.0,0.7,0.0,0.8810789357079889,0.118921064292011
755.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,60.0,5.0,3.0,18.0,0.22,0.0,89.0,1.0,0.0,21.0,2.0,2.8,1.0,1.0,0.0,0.0,0.5,2.0,0.927278440060518,0.0727215599394819
762.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,115.0,1.0,0.0,17.0,0.25,0.0,95.0,1.0,0.0,5.0,3.0,3.1,1.0,1.0,0.0,2.0,0.8,2.0,0.8596087308692266,0.1403912691307734
773.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,101.0,1.0,0.0,3.0,0.8,0.0,77.0,1.0,0.0,6.0,1.0,3.6,1.0,1.0,0.0,0.0,0.8,2.0,0.5754226162038795,0.4245773837961205
790.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,30.0,1.0,2.0,6.0,0.25,0.0,77.0,2.0,0.0,4.0,1.0,3.2,1.0,0.0,0.0,40.0,0.6,1.0,0.915906883948678,0.0840931160513219
792.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,104.0,1.0,0.0,17.0,0.8,0.0,94.0,1.0,1.0,0.0,1.0,4.6,1.0,1.0,0.0,0.0,0.6,1.0,0.5152081247727744,0.4847918752272256
793.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,3.0,0.42,0.0,73.0,1.0,2.0,1.0,1.0,2.7,1.0,1.0,0.0,0.0,0.8,1.0,0.9980902727189658,0.0019097272810342
795.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,98.0,2.0,6.0,18.0,0.48,0.0,100.0,1.0,2.0,6.0,2.0,2.2,0.0,0.0,0.0,0.0,0.4,1.0,0.9853808077121112,0.0146191922878887
