Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.28,0.19866,0.98876,1.06329
0.68 < RatioCommentToCode <= 1.245,0.20223,0.98455,1.05875
RatioCommentToCode > 2.05,0.19732,0.98416,1.05834
CountDeclMethodPublic <= 0.65,0.2058,0.98265,1.05671
-0.0675 < OWN_COMMIT <= 0.0015,0.62277,0.98208,1.0561
1.245 < RatioCommentToCode <= 2.05,0.19866,0.97978,1.05362
PercentLackOfCohesion <= 1,0.27232,0.97869,1.05245
0.922 < AvgCyclomaticModified <= 1.09,0.36339,0.97666,1.05027
-0.092 < MAJOR_LINE <= 0.044,0.47143,0.9697,1.04279
-0.12 < CountDeclInstanceVariable <= 0.64,0.31696,0.96901,1.04205
