Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.59,0.19241,0.98608,1.078
0.78 < CountClassCoupled <= 2.2,0.21116,0.97674,1.06779
CountClassCoupled <= 0.78,0.19241,0.97216,1.06278
-0.0365 < OWN_COMMIT <= 0.0045,0.62411,0.97067,1.06115
CountDeclMethodPublic <= 1.05,0.22679,0.97047,1.06094
1.68 < CountOutput_Mean <= 2.84,0.21205,0.96842,1.05869
1.1 < CountInput_Mean <= 2,0.2,0.96652,1.05661
0.972 < AvgCyclomaticModified <= 1.138,0.39777,0.96184,1.0515
-0.118 < MAJOR_LINE <= 0.064,0.45134,0.95846,1.0478
-0.06 < CountDeclInstanceVariable <= 1.06,0.32188,0.95423,1.04318
