Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 2.095,0.20045,0.99332,1.0687
0.4 < CountClassCoupled <= 1.92,0.1942,0.9908,1.066
CountClassBase <= 0.892,0.17054,0.98953,1.06462
CountClassCoupled <= 0.4,0.20491,0.98911,1.06417
2.5 < CountOutput_Mean <= 3.7,0.18795,0.97862,1.05289
CountDeclMethodPublic <= 0.7,0.20223,0.97792,1.05214
1.04 < CountInput_Mean <= 1.97,0.19598,0.97722,1.05138
-0.26 < CountDeclInstanceVariable <= 0.65,0.31071,0.96983,1.04343
-0.0035 < OWN_COMMIT <= 0.019,0.70268,0.96633,1.03966
-0.08 < MAJOR_LINE <= 0.036,0.46964,0.96008,1.03293
