Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 0.64,0.1875,0.99524,1.09335
RatioCommentToCode > 1.73,0.19598,0.98633,1.08356
0.65 < CountDeclMethodPublic <= 2.8,0.24018,0.98513,1.08224
OWN_LINE > 0.98,0.19955,0.97539,1.07154
2.5 < PercentLackOfCohesion <= 29.5,0.17232,0.9715,1.06727
CountInput_Mean <= 1.14,0.20268,0.97137,1.06712
-0.32 < CountDeclInstanceVariable <= 0.72,0.31741,0.97046,1.06613
2.36 < CountClassCoupled <= 4.16,0.21473,0.96881,1.06432
0.64 < CountClassCoupled <= 2.36,0.22545,0.96634,1.0616
-0.02 < OWN_COMMIT <= 0.0015,0.66607,0.96314,1.05808
