Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.76,0.19688,0.9932,1.08208
CountClassCoupled <= 0.3,0.17813,0.98997,1.07857
1.03 < RatioCommentToCode <= 1.76,0.20089,0.98667,1.07497
AvgLineComment > 2.82,0.20268,0.98458,1.0727
CountDeclMethodPublic <= 0.9,0.19107,0.98364,1.07168
1.88 < CountClassCoupled <= 3.62,0.19955,0.9821,1.07
4.5 < PercentLackOfCohesion <= 35,0.18214,0.98039,1.06813
CountDeclInstanceVariable <= 0.04,0.27991,0.97767,1.06517
0.3 < CountClassCoupled <= 1.88,0.22679,0.97441,1.06161
0.9 < CountDeclMethodPublic <= 3,0.22857,0.9707,1.05758
