test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,6.0,1.0,1.0,5.0,3.0,0.0,2.0,7.0,21.0,1.0,139.0,0.76,0.0,97.0,1.0,2.0,0.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.5,1.0,0.5484618390178515,0.45153816098214855,3
41,1,6.0,1.0,1.0,5.0,3.0,0.0,2.0,7.0,21.0,0.0,139.0,0.76,0.0,97.0,1.0,2.0,0.0,9.0,4.73053892215569,0.0,0.0,0.0,0.9,0.5,1.0,0.6381397899868225,0.3618602100131775,4
41,2,6.0,1.0,1.0,5.0,3.0,0.0,2.0,7.0,21.0,0.0,7.0,0.76,0.0,97.0,1.0,2.0,0.0,9.0,4.73053892215569,0.0,0.0,0.0,0.9,0.5,1.0,0.7752497564114258,0.22475024358857423,5
41,3,6.0,1.0,1.0,5.0,3.0,1.0,2.0,7.0,21.0,6.0,7.0,0.76,0.0,97.0,1.0,2.0,4.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.5,1.0,0.5503453523784955,0.44965464762150453,4
41,4,6.0,1.0,1.0,5.0,3.0,0.0,2.0,7.0,21.0,6.0,7.0,0.76,0.0,97.0,1.0,2.0,1.0,9.0,4.73053892215569,0.0,0.0,0.0,0.9,0.5,1.0,0.8290365631768968,0.17096343682310328,5
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,1.0,77.0,0.55,0.0,58.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.533128514478817,0.46687148552118296,2
43,1,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,0.0,77.0,0.55,0.0,58.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.9,0.5,2.0,0.7214600876176667,0.2785399123823334,3
43,2,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,0.0,77.0,0.55,0.0,58.0,2.0,3.0,18.0,2.0,6.65882352941177,0.0,1.0,0.0,0.9,0.5,2.0,0.7985677850838079,0.20143221491619215,4
43,3,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.55,0.0,58.0,2.0,3.0,18.0,2.0,6.65882352941177,0.0,1.0,0.0,0.9,0.5,2.0,0.8596840148600284,0.14031598513997157,5
43,4,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,31.0,7.0,0.55,0.0,58.0,2.0,3.0,18.0,2.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.5121723923130851,0.4878276076869149,3
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,22.0,7.0,0.39,0.0,89.0,1.0,3.0,4.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,1.0,3.0,0.5632223185749312,0.43677768142506884,3
48,1,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,1.0,22.0,7.0,0.39,0.0,89.0,1.0,3.0,1.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.666666666666667,3.0,0.508005003996489,0.49199499600351104,3
48,2,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,0.0,22.0,5.0,0.39,0.0,89.0,1.0,3.0,1.0,4.0,4.87272727272727,0.0,1.0,0.0,0.9,1.0,3.0,0.8162594970120791,0.18374050298792086,5
48,3,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,1.0,3.0,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,1.0,3.0,0.6002237461658291,0.3997762538341709,3
