test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
19,0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,9.0,0.52,88.0,0.0,0.0,5.0,1.0,5.22222222222222,263.0,2.0,0.363636363636364,0.0,11.0,0.363636363636364,1.0,0.0,0.0,0.6987123721695856,0.30128762783041446
20,0,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,0.35,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,1.41379310344828,2.0,2.0,1.0,1.0,0.0,6.0,0.5767074358235705,0.42329256417642946
25,0,3.0,17.0,2.0,2.0,0.0,18.0,423.0,1.0,0.0,506.0,0.0,7.52,89.0,1.0,0.0,11.0,1.0,11.35,2.0,2.0,1.90909090909091,0.0,0.0,0.793900184842883,0.0,0.0,0.0,0.5043898818241085,0.4956101181758915
30,0,4.0,3.0,1.0,0.0,0.0,4.0,231.0,1.0,2.0,6.0,30.0,0.33,84.0,2.0,0.0,16.0,2.0,302.8,1.0,1.0,1.21951219512195,0.0,27.0,1.0,0.666666666666667,0.0,2.0,0.5093287714161199,0.4906712285838802
41,0,12.0,9.0,1.0,9.0,0.0,2.0,463.0,1.0,35.0,36.0,96.0,0.28,96.0,1.0,1.0,36.0,3.0,5.4,0.0,0.0,0.907894736842105,0.0,10.0,1.0,1.0,0.0,2.0,0.660213403237059,0.339786596762941
44,0,25.0,19.0,2.0,13.0,0.0,1.0,239.0,1.0,6.0,28.0,35.0,0.24,94.0,1.0,143.0,29.0,1.0,8.36470588235294,0.0,0.0,0.632183908045977,0.0,0.0,0.592727272727273,0.0,0.0,0.0,0.5131718892183654,0.48682811078163457
59,0,0.0,8.0,1.0,9.0,51.0,4.0,156.0,1.0,8.0,9.0,8.0,0.8,94.0,0.0,2.0,9.0,2.0,7.75,0.0,0.0,0.615384615384615,0.0,2.0,0.427518427518428,1.0,0.0,3.0,0.6434881335982089,0.3565118664017911
60,0,0.0,2.0,1.0,0.0,0.0,1.0,87.0,1.0,3.0,3.0,41.0,0.2,64.0,1.0,2.0,14.0,2.0,5.65217391304348,0.0,1.0,1.10416666666667,2.0,0.0,1.0,0.0,0.0,4.0,0.9621431766725362,0.03785682332746377
67,0,25.0,24.0,1.0,22.0,2.0,3.0,557.0,2.0,4.0,12.0,77.0,0.25,71.0,2.0,2.0,10.0,3.0,7.99230769230769,0.0,1.0,1.11278195488722,0.0,0.0,1.1,0.0,0.0,1.0,0.5414740248252783,0.45852597517472177
71,0,76.0,12.0,1.0,29.0,0.0,2.0,1051.0,1.0,16.0,53.0,143.0,0.23,96.0,1.0,1.0,40.0,3.0,7.35161290322581,0.0,24.0,3.2,0.0,0.0,0.384935231089077,0.0,0.0,0.0,0.5606753962067412,0.43932460379325877
80,0,2.0,4.0,6.0,4.0,3.0,2.0,198.0,3.0,22.0,11.0,28.0,0.72,92.0,3.0,4.0,11.0,2.0,29.3055555555556,1.0,1.0,0.45,0.0,0.0,0.630111524163569,0.0,0.0,3.0,0.5368603806309844,0.46313961936901554
85,0,21.0,32.0,1.0,16.0,1.0,2.0,596.0,1.0,12.0,43.0,143.0,0.28,95.0,1.0,2.0,23.0,3.0,6.39455782312925,0.0,24.0,3.2,0.0,0.0,0.530458590006845,0.0,0.0,0.0,0.545213299090056,0.454786700909944
88,0,1.0,0.0,8.0,18.0,2.0,217.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,0.0,5.0,1.0,27.6666666666667,0.0,1.0,1.4,0.0,0.0,0.9,0.0,0.0,1.0,0.6064250415649761,0.39357495843502394
98,0,2.0,0.0,1.0,0.0,0.0,9.0,195.0,1.0,2.0,10.0,12.0,0.83,79.0,1.0,2.0,21.0,2.0,4.5625,1.0,0.0,1.38888888888889,0.0,0.0,1.0,0.0,0.0,3.0,0.7474377701896062,0.2525622298103937
120,0,40.0,7.0,1.0,1.0,0.0,2.0,425.0,1.0,32.0,34.0,53.0,0.34,96.0,2.0,1.0,40.0,1.0,302.8,0.0,0.0,0.477611940298507,0.0,14.0,1.0,1.0,0.0,2.0,0.6277408987884161,0.3722591012115839
124,0,30.0,13.0,1.0,0.0,0.0,4.0,428.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,193.4,1.0,1.0,1.11864406779661,0.0,0.0,0.630637079455977,0.0,0.0,0.0,0.6280923866027566,0.3719076133972435
139,0,31.0,14.0,1.0,0.0,0.0,3.0,597.0,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,193.4,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,0.0,0.8084753346574706,0.19152466534252946
140,0,25.0,12.0,1.0,0.0,0.0,4.0,502.0,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,302.8,1.0,1.0,1.27777777777778,0.0,0.0,1.0,0.0,0.0,2.0,0.5370632021639179,0.46293679783608205
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,1.0,1.0,0.0,4.0,0.5136977425856436,0.4863022574143564
148,0,14.0,46.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,0.33,85.0,1.0,1.0,21.0,1.0,193.4,1.0,1.0,0.775280898876405,0.0,60.0,0.605780346820809,1.0,0.0,0.0,0.5211261220812966,0.4788738779187034
156,0,8.0,7.0,1.0,33.0,23.0,211.0,457.0,2.0,0.0,20.0,54.0,0.85,98.0,1.0,1.0,12.0,3.0,325.3,0.0,1.0,0.602739726027397,5.0,3799.0,1.1,0.666666666666667,0.0,0.0,0.652590097237539,0.347409902762461
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,24.0,1.0,6.0,0.9,83.0,3.0,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,1.0,1.0,0.0,1.0,0.7289653516668337,0.2710346483331663
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,0.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,2.0,0.6450358763721111,0.35496412362788893
203,0,17.0,7.0,1.0,2.0,4.0,8.0,759.0,1.0,55.0,17.0,96.0,0.89,91.0,1.0,0.0,14.0,1.0,7.7875,1.0,1.0,0.634146341463415,0.0,0.0,1.0,0.0,0.0,2.0,0.5760755787288221,0.42392442127117785
205,0,1.0,6.0,3.0,26.0,6.0,13.0,1951.0,2.0,26.0,37.0,4.0,0.52,52.0,2.0,0.0,88.0,5.0,9.35078534031414,0.0,14.0,4.1,0.0,25.0,0.9,1.0,0.0,4.0,0.5009876253416891,0.49901237465831094
209,0,10.0,6.0,1.0,1.0,2.0,4.0,617.0,2.0,24.0,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,0.464912280701754,0.0,0.0,1.0,0.0,0.0,4.0,0.5861089082751083,0.41389109172489164
214,0,4.0,0.0,1.0,13.0,3.0,9.0,194.0,3.0,4.0,3.0,2.0,0.73,80.0,1.0,0.0,1.0,2.0,5.4,0.0,1.0,2.28571428571429,3.0,49.0,0.84394250513347,1.0,1.0,2.0,0.578176615488469,0.421823384511531
218,0,0.0,0.0,10.0,39.0,2.0,9.0,76.0,1.0,2.0,0.0,98.0,0.46,97.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,2.8,0.0,0.0,0.958847736625514,0.0,0.0,3.0,0.5834411617496693,0.41655883825033063
221,0,68.0,11.0,1.0,78.0,3.0,7.0,46.0,8.0,23.0,61.0,43.0,27.59,98.0,1.0,0.0,48.0,2.0,319.7,0.0,0.0,1.01298701298701,0.0,6186.0,1.1,1.0,5.0,10.0,0.5194795327252907,0.4805204672747093
224,0,1.0,1.0,1.0,9.0,0.0,5.0,126.0,1.0,12.0,16.0,0.0,6.05,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,1.125,0.0,0.0,0.713310580204778,0.0,0.0,1.0,0.5141098141664873,0.4858901858335127
226,0,1.0,0.0,11.0,0.0,3.0,14.0,73.0,1.0,3.0,0.0,32.0,0.55,0.0,1.0,0.0,4.0,1.0,22.75,0.0,14.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.778654220971328,0.22134577902867203
241,0,6.0,0.0,1.0,6.0,63.0,11.0,802.0,2.0,0.0,0.0,58.0,26.08,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,148.0,1.0,1.0,0.0,6.0,0.5452116390133075,0.4547883609866925
243,0,1.0,0.0,1.0,319.0,0.0,2.0,41.0,1.0,0.0,1.0,4.0,0.98,60.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.428571428571429,0.0,13.0,0.808080808080808,1.0,0.0,0.0,0.5133827671822921,0.4866172328177078
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,0.83,72.0,1.0,0.0,71.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.9,0.75,0.0,2.0,0.6584074039756815,0.3415925960243185
248,0,0.0,0.0,1.0,0.0,0.0,3.0,112.0,1.0,0.0,6.0,20.0,0.55,60.0,1.0,0.0,2.0,3.0,2.85,0.0,1.0,3.9,0.0,0.0,0.804945054945055,0.0,3.0,2.0,0.5146532308773819,0.4853467691226181
