,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
214,4,0,1,13,3,9,75.5,3,4,3,2,0.73,80,1,0,1,2,5.4,0,1,2.28571428571429,0,49,0.84394250513347,1.0,0,2
736,1,0,1,0,0,7,25.0,1,0,7,6,0.96,53,2,0,5,1,5.0,2,2,1.33333333333333,0,141,0.953703703703704,1.0,0,2
786,6,2,3,2,0,11,228,1,0,11,6,0.65,69,2,0,0,1,6.71428571428571,2,1,2.5625,0,152,0.9258114374034,1.0,0,2
59,0,8,1,9,1,4,75.5,1,8,9,8,0.8,94,1,2,9,2,7.75,0,0,0.615384615384615,0,2,0.427518427518428,1.0,0,3
1663,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,4,0,1,0,0,3,238.0,1,0,36,2.0,0.52,95,2,0,38,2,2.14754098360656,0,1,0.53968253968254,0,34,0.696008188331627,1.0,0,1
910,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,16,0,2,7,2,9,1023,1,1,0,2.0,0.3,95,4,0,16,1,3.74736842105263,0,2,1.04123711340206,0,1,0.986211424819435,1.0,0,0
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,2,1,1,0,0,11,25.0,1,0,9,13.0,0.74,82,4,0,29,1,3.72222222222222,0,1,1.05,0,21,0.937402190923318,1.0,0,1
949,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,0,2,2,0,0,15,32.0,1,4,6,0,1.1,63,1,2,15,1,4.0,1,0,1.625,0,0,0.76890756302521,0.3504464285714285,0,3
530,0,32,1,0,0,23,342.0,1,0,1,9.0,2.33,100,0,1,7,0,0.0232558139534884,0,1,0.0,0,30,0.880560633759902,1.0,0,7
993,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,
