,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
1297,3,0,2,0,2,13,182,1,0,5,9,0.5,71,1,0,24,2,4.75,1,1,1.35714285714286,0,2,0.978632478632479,1.0,0,5
1667,5,0,2,0,2,6,146,1,0,0,12,0.305,0,4,0,11,1,1.0,0,1,0.842105263157895,0,0,0.997658079625293,0.0,0,1
1740,1,5,1,16,10,3,191,3,0,2,15,0.79,93,3,2,9,2,3.95238095238095,1,1,0.68,0,0,0.857685009487666,0.0,0,0
1755,2,0,1,9,3,0,86,2,3,2,14,0.08,87,4,0,7,2,4.47368421052632,0,2,1.5,0,0,0.965964343598055,0.0,0,1
1620,12,0,1,8,5,2,124,3,0,8,8,0.42,88,4,0,10,2,3.0,0,1,0.541666666666667,0,0,0.861216730038023,0.0,0,0
1209,1,1,1,0,0,9,182,1,0,13,13,0.55,80,3,0,15,2,5.4,1,1,1.47058823529412,0,0,0.866888519134775,0.0,0,2
1886,2,0,1,0,2,5,151,2,2,3,13,0.39,52,5,0,10,2,2.64705882352941,1,2,0.55,0,0,0.978632478632479,0.0,0,2
1151,1,1,1,0,0,14,161,1,1,7,5,0.89,69,5,0,18,1,6.125,0,2,1.6,0,0,0.978632478632479,0.0,5,0
1690,7,2,1,2,7,6,156,3,0,0,11,0.44,96,4,0,11,2,1.9,0,1,1.20833333333333,0,0,0.978632478632479,0.0,0,0
1190,1,0,1,0,0,9,68,1,1,4,3,0.37,44,4,0,17,1,6.6,3,3,2.71428571428571,0,0,0.972508591065292,0.0,0,2
1700,3,0,1,0,1,2,61,1,0,2,11,0.16,75,4,0,10,1,1.92857142857143,0,2,1.125,0,0,0.9,0.0,0,1
1752,21,0,1,0,22,1,217,1,2,0,5,0.52,96,4,0,8,1,4.07142857142857,1,1,1.23333333333333,0,0,0.960725075528701,0.0,0,0
