,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
2407,1,0,1,0,2,7,261,2,0,0,28,0.46,0,4,0,11,2,1.67647058823529,0,1,0.594594594594595,0,0,0.995402298850575,0.0,0,1
1690,0,2,1,2,7,6,156,3,0,0,11,0.44,96,4,0,11,2,1.9,0,1,1.20833333333333,0,0,0.967576791808874,0.0,0,3
2069,1,0,1,0,1,1,25,1,0,0,1,0.96,0,3,0,13,1,1.5,1,2,1.0,0,6,0.859375,0.75,0,1
1667,5,0,2,0,2,6,146,1,0,0,12,0.69,0,4,0,11,1,1.0,0,1,0.1,0,0,0.997658079625293,0.0,0,1
1620,1,0,1,8,5,2,124,3,0,8,8,0.42,88,4,0,10,2,3.0,0,1,0.541666666666667,0,0,0.861216730038023,0.0,0,2
786,1,2,3,2,0,11,228,1,0,11,6,0.305,69,2,0,8,1,6.71428571428571,2,1,2.5625,0,152,0.9258114374034,1.0,0,2
1755,2,0,1,9,3,0,86,2,3,2,14,0.08,87,4,0,7,2,4.47368421052632,0,2,1.5,0,0,0.965964343598055,0.0,0,1
1262,1,1,2,0,0,5,119,1,0,16,14,0.49,84,1,0,10,2,4.5,1,1,1.2,0,0,0.651629072681704,0.0,0,2
1151,1,1,1,0,0,14,161,1,1,7,5,0.89,69,5,0,18,1,6.125,0,2,1.6,0,0,0.978632478632479,0.0,5,0
1886,2,0,1,0,2,5,151,2,2,3,13,0.39,52,5,0,10,2,2.64705882352941,1,2,0.55,0,0,0.978632478632479,0.0,0,2
1763,14,1,1,0,8,5,69.5,4,0,0,30,0.37,0,1,0,12,2,1.80434782608696,0,1,0.313725490196078,0,14.0,0.911620294599018,1.0,0,1
1190,1,0,1,0,0,9,68,1,1,4,3,0.37,44,4,0,17,1,6.6,3,3,2.71428571428571,0,0,0.972508591065292,0.0,0,2
1752,21,0,1,0,22,1,217,1,2,0,5,0.52,96,4,0,8,1,4.07142857142857,1,1,1.23333333333333,0,0,0.960725075528701,0.0,0,0
1297,1,0,2,0,2,13,182,1,0,5,9,0.305,71,1,0,24,2,4.75,1,1,1.35714285714286,0,2,0.884126984126984,1.0,0,5
1799,19,0,1,77,10,6,460,2,3,1,36,0.31,92,2,0,9,2,8.55172413793103,0,1,0.868852459016393,2,0,0.958313817330211,0.0,0,5
1491,12,3,1,0,0,7,342.0,2,14,31,71,0.64,94,1,1,48,3,5.18,0,1,1.14563106796116,0,1,0.985037406483791,1.0,0,6
1740,1,5,1,16,10,3,191,3,0,2,15,0.79,93,3,2,9,2,3.95238095238095,1,1,0.68,0,0,0.978632478632479,0.0,0,2
1975,5,3,1,4,0,6,157,4,2,1,8,0.8,86,2,0,3,2,3.94444444444444,0,1,0.565217391304348,0,0,0.734793187347932,0.0,0,2
2460,5,0,1,0,1,10,115,1,0,0,3,0.305,0,3,0,6,1,11.5,1,2,0.7,0,40,0.997695852534562,1.0,0,1
157,3,0,1,3,19.5,4,80,1,0,1,6,0.9,83,1,1,8,2,3.33333333333333,1,1,0.909090909090909,0,5,0.865051903114187,1.0,0,1
214,4,0,1,4,3,9,194,3,4,3,2,0.73,80,1,0,1,2,5.4,0,1,2.28571428571429,0,10.0,0.84394250513347,1.0,5,2
2121,4,0,1,1,12,0,47,1,0,19,43,0.11,93,2,0,9,2,7.08510638297872,1,1,0.714285714285714,0,0.0,0.995049504950495,0.0,0,5
