test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
43,0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,1.0,7.0,31.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.0,2.0,0.5,0.5,3
67,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,23.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.5,0.5,2
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.51,0.49,2
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,0.0,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.57,0.43,1
153,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,7.0,12.0,0.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.0,1.0,0.59,0.41,3
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,24.0,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.0,0.0,0.5,0.5,2
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.5,0.0,0.51,0.49,1
228,0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,89.0,2.0,2.0,25.0,2.0,3.775,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,3
236,0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.761194029850746,0.0,1.0,0.5,0.5,3
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,36.0,0.16,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.516556291390728,0.5,2.0,0.51,0.49,3
445,0,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,26.0,30.0,0.18,0.0,92.0,1.0,0.0,10.0,3.0,4.6078431372549,0.0,1.0,0.0,0.764227642276423,0.0,0.0,0.49,0.51,2
520,0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,0.63,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.75,0.0,0.41,0.59,1
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,37.0,0.13,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0,0.5,0.5,2
776,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.51190476190476,1.0,1.0,0.0,0.816037735849057,1.0,0.0,0.48,0.52,1
789,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,1.0,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0,0.5,0.5,1
790,0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,22.0,0.12,0.0,80.0,1.0,1.0,12.0,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0,0.53,0.47,1
791,0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,0.23,0.0,92.0,2.0,0.0,24.0,2.0,0.666666666666667,0.0,0.0,0.0,0.625,0.0,0.0,0.5,0.5,3
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,17.0,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0,0.53,0.47,1
838,0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,22.0,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0,0.53,0.47,1
893,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,0.0,0.12,2.0,91.0,1.0,0.0,49.0,2.0,6.85714285714286,3.0,1.0,0.0,0.86970684039088,1.0,2.0,0.5,0.5,1
900,0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.19,1.0,74.0,1.0,0.0,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0,0.52,0.48,2
912,0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,1.0,2.0,0.51,1.0,75.0,2.0,4.0,12.0,1.0,3.0,1.0,1.0,0.0,0.572327044025157,0.333333333333333,1.0,0.49,0.51,1
