"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 0.95'","b'target = 0'",0.19732,442,0.19375,434,0.9819,0.03219,1.19927,8.58316e-32,0.81875,1834
"b'000001'","b'0.95 < CountClassCoupled <= 4.05'","b'target = 0'",0.21295,477,0.20804,466,0.97694,0.03369,1.19321,5.85911e-32,0.81875,1834
"b'000002'","b'MAJOR_LINE <= 0.03'","b'target = 0'",0.26384,591,0.25625,574,0.97124,0.04023,1.18624,2.25204e-37,0.81875,1834
"b'000003'","b'-67 < Del_lines <= -1'","b'target = 0'",0.08259,185,0.07946,178,0.96216,0.01184,1.17516,1.13797e-09,0.81875,1834
"b'000004'","b'OWN_COMMIT > 0.994'","b'target = 0'",0.26741,599,0.2567,575,0.95993,0.03775,1.17244,1.11311e-31,0.81875,1834
"b'000005'","b'CountOutput_Mean <= 1.72'","b'target = 0'",0.2,448,0.18973,425,0.94866,0.02598,1.15867,6.52936e-19,0.81875,1834
"b'000006'","b'RatioCommentToCode > 1.775'","b'target = 0'",0.18125,406,0.17054,382,0.94089,0.02214,1.14917,6.00125e-15,0.81875,1834
"b'000007'","b'AvgLineComment <= 0.44'","b'target = 0'",0.2125,476,0.19955,447,0.93908,0.02557,1.14696,3.38979e-17,0.81875,1834
"b'000008'","b'PercentLackOfCohesion <= 29.8'","b'target = 0'",0.19911,446,0.18616,417,0.93498,0.02314,1.14196,6.29271e-15,0.81875,1834
"b'000009'","b'1.72 < CountOutput_Mean <= 3.46'","b'target = 0'",0.21339,478,0.19866,445,0.93096,0.02395,1.13705,5.46328e-15,0.81875,1834
