test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
42,0,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,18.0,0.666666666666667,0.0,2.0,5.0,0.5457853,0.45421472,1
42,1,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,2.0,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,5.0,0.98886186,0.0111381505,2
42,2,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,2.0,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,5.0,0.9941344,0.0058655553,3
42,3,1.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,2.0,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,5.0,0.9964897,0.003510287,4
42,4,1.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,2.0,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,0.0,5.0,0.9967324,0.0032675597,5
42,5,1.0,2.0,0.0,7.0,0.0,0.92,1.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0,0.5498725,0.45012748,1
42,6,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0,0.72084606,0.27915397,1
42,7,1.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,1.0,0.9742951,0.025704898,3
42,8,0.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,1.0,0.9925953,0.0074047134,4
42,9,0.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,2.0,45.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,1.0,0.99424595,0.0057540317,5
42,10,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,5.0,0.9924327,0.0075673047,2
42,11,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,20.0,3.875,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,5.0,0.99780977,0.0021902588,3
42,12,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,20.0,3.875,31.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,5.0,0.99915963,0.00084038434,4
42,13,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,1.0,0.99770427,0.0022957122,3
42,14,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,1.0,0.9988965,0.0011035033,4
42,15,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,3.875,31.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,1.0,0.9993398,0.0006602064,5
42,16,0.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,45.0,14.0,2.0,6.8125,0.0,3.875,31.0,1.0,1.15,0.0,0.0,0.666666666666667,0.0,2.0,2.0,0.99942654,0.00057346956,5
42,17,1.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.0,0.0,2.0,5.0,0.9538777,0.046122327,2
42,18,1.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,6.9,0.0,1.0,1.15,0.0,258.0,0.0,0.0,2.0,5.0,0.98902065,0.010979369,3
42,19,1.0,2.0,0.0,7.0,0.0,0.92,15.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,6.9,0.0,1.0,1.15,0.0,258.0,0.0,0.0,0.0,5.0,0.99471897,0.0052810432,4
52,0,0.0,2.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,1.0,1.0,1.1,0.0,0.0,1.0,0.0,2.0,2.0,0.6693394,0.33066055,1
52,1,0.0,1.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,2.0,2.0,0.9971912,0.002808804,2
52,2,0.0,2.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,5.5,1.0,1.0,1.73333333333333,0.0,0.0,1.0,0.0,2.0,2.0,0.5348742,0.4651258,1
52,3,0.0,2.0,0.0,6.0,5.0,0.43,0.0,50.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,1.0,1.0,1.73333333333333,0.0,0.0,1.0,0.0,2.0,2.0,0.7455681,0.2544319,1
52,4,0.0,2.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,1.0,1.0,1.73333333333333,0.0,0.0,0.4,0.0,2.0,2.0,0.6572685,0.34273145,1
52,5,0.0,2.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,31.0,1.0,1.73333333333333,0.0,0.0,1.0,0.0,2.0,2.0,0.74351007,0.25648993,1
52,6,0.0,0.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,31.0,1.0,1.73333333333333,0.0,0.0,0.0,0.0,2.0,2.0,0.9869825,0.013017451,3
52,7,0.0,0.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,45.0,20.0,1.0,5.23076923076923,1.0,7.0,31.0,1.0,1.73333333333333,0.0,0.0,0.0,0.0,2.0,2.0,0.98840946,0.011590515,4
52,8,0.0,2.0,0.0,0.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,1.0,1.0,1.73333333333333,0.0,0.0,1.0,0.0,2.0,2.0,0.7562617,0.24373826,1
52,9,0.0,2.0,0.0,0.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,4.3,1.0,1.0,0.5,0.0,0.0,1.0,0.0,2.0,2.0,0.99718225,0.0028177733,3
