"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountDeclInstanceVariable <= -0.25'","b'target = 0'",0.10476,218,0.10476,218,1,0.00649,1.06609,3.886e-07,0.93801,1952
"b'000001'","b'0.07 < MAJOR_LINE <= 0.79'","b'target = 0'",0.15377,320,0.15233,317,0.99063,0.00809,1.05609,6.1192e-07,0.93801,1952
"b'000002'","b'CountInput_Mean <= 0.27'","b'target = 0'",0.18453,384,0.1826,380,0.98958,0.00952,1.05498,6.45504e-08,0.93801,1952
"b'000003'","b'RatioCommentToCode > 2.595'","b'target = 0'",0.19606,408,0.19366,403,0.98775,0.00975,1.05302,8.66272e-08,0.93801,1952
"b'000004'","b'0.66 < CountClassCoupled <= 2.38'","b'target = 0'",0.21048,438,0.20759,432,0.9863,0.01016,1.05148,7.21476e-08,0.93801,1952
"b'000005'","b'-7.1 < Del_lines <= 0.3'","b'target = 0'",0.33734,702,0.33157,690,0.98291,0.01514,1.04786,2.82724e-11,0.93801,1952
"b'000006'","b'0.27 < CountInput_Mean <= 1.19'","b'target = 0'",0.2297,478,0.22537,469,0.98117,0.00991,1.04601,6.53702e-07,0.93801,1952
"b'000007'","b'-0.25 < CountDeclInstanceVariable <= 0.44'","b'target = 0'",0.36329,756,0.35512,739,0.97751,0.01435,1.04211,1.31803e-09,0.93801,1952
"b'000008'","b'0.487 < OWN_COMMIT <= 0.542'","b'target = 0'",0.27343,569,0.26718,556,0.97715,0.0107,1.04173,6.74394e-07,0.93801,1952
"b'000009'","b'21.2 < CountLineComment <= 35.8'","b'target = 0'",0.31427,654,0.3061,637,0.97401,0.01131,1.03837,6.83186e-07,0.93801,1952
