test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
26,0,6.0,1.0,0.0,58.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.672942017977012,0.3270579820229879,2
26,1,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,0.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.9129697964092167,0.08703020359078333,3
26,2,6.0,21.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,0.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.9598926011034207,0.040107398896579355,4
26,3,6.0,21.0,0.0,0.0,0.0,383.0,43.0,0.0,100.0,2.0,5.0,0.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.9807792047852182,0.019220795214781775,5
26,4,6.0,21.0,0.0,58.0,0.0,383.0,43.0,0.0,100.0,2.0,5.0,0.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.987366866891613,0.012633133108387028,5
26,5,6.0,1.0,0.0,58.0,0.0,10.0,0.0,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.5930815515511635,0.4069184484488365,3
26,6,6.0,1.0,0.0,28.0,0.0,10.0,0.3,0.0,87.778,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.5303086507278567,0.4696913492721433,3
26,7,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,2.0,5.0,11.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.9595404872190816,0.04045951278091845,5
26,8,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,11.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,2.0,0.5171252176151195,0.4828747823848805,3
26,9,6.0,21.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,242.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,2.0,0.9414227936784226,0.05857720632157736,4
26,10,6.0,1.0,0.0,28.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,19.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,2.0,0.5578980480200899,0.44210195197991015,3
26,11,6.0,21.0,0.0,28.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,242.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,0.0,0.954003819540379,0.04599618045962093,4
26,12,6.0,21.0,0.0,28.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,242.0,1.0,6.9,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,0.0,0.962564279971521,0.03743572002847894,5
26,13,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,1.0,0.9509591917980736,0.04904080820192638,3
26,14,6.0,1.0,0.0,0.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,242.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,1.0,0.9879660778536641,0.012033922146335882,4
26,15,6.0,1.0,0.0,0.0,0.0,383.0,0.0,0.0,100.0,2.0,5.0,242.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,1.0,0.9925386438182163,0.00746135618178366,5
26,16,6.0,1.0,0.0,264.0,0.0,383.0,43.0,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,2.0,0.5703582625119501,0.42964173748804985,3
26,17,6.0,1.0,0.0,264.0,0.0,383.0,43.0,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,1.0,4.0,6.0,2.0,0.7063087719204159,0.29369122807958414,3
26,18,6.0,1.0,0.0,264.0,0.0,383.0,43.0,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,37.0,0.0,0.0,0.384615384615385,0.0,1.0,4.0,6.0,0.0,0.7618348344848832,0.23816516551511682,4
26,19,6.0,1.0,0.0,0.0,0.0,6.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.0,4.0,6.0,16.0,0.9716482502456953,0.028351749754304687,3
