,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,3,19,1,8,9,0,40,7,3,10,0.09,0,53,96.0,5,2,12.5,4,2.69354838709677,0,3.37096774193548,0,1,0.0789473684210526,0,19,0.0,0,4,4
603,3,2,2,0,1,2,86,3,1,4,0.28,1,15,51.5,1,0,13.0,2,3.4375,0,8.125,1,1,0.4706533776301215,0,34,0.0,0,5,8
468,1,0,1,4,37,0,57,8,1,7,0.12,0,11,34.5,2,0,17,2,3.33333333333333,1,6.10416666666667,1,1,0.4706533776301215,0,76,0.0,0,4,2
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,27,0,2,4,4,2,306,3,0,12,0.28,1,81,29.5,2,0,13.0,3,3.94117647058824,0,5.37647058823529,0,1,0.4706533776301215,0,438,0.0,0,4,2
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,9,0,1,1,11,0,0,3,1,2,0.05,1,26,29.5,3,3,10.5,2,4.45945945945946,0,5.83783783783784,1,1,0.3117408906882595,0,47,1.0,0,2,0
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,3,0,1,1,4,0,5.5,2,0,4,0.28,1,18,25.0,3,0,10.5,2,6.22727272727273,0,5.40909090909091,1,1,0.0526315789473684,0,69,0.0,0,3,5
496,26,0,1,22,1,2,127.0,2,7,10,0.19,2,54,19.0,2,1,8.5,2,7.76363636363636,2,7.61818181818182,1,1,1.22413793103448,0,1068,1.0,0,1,3
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,24,0,1,10,9,1,25.5,12,23,26,0.25,0,268,22.0,3,20,0.5,2,6.79061371841155,0,4.57039711191336,1,1,0.2240802675585285,0,200,0.933333333333333,0,6,9
778,2,0,2,6,2,1,189,13,29,21,0.21,1,72,19.0,2,5,10.5,2,4.43243243243243,0,5.47297297297297,0,0,1.13636363636364,0,240,0.321428571428571,0,3,9
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,0,1,0,0,1,145,3,0,13,1.03,0,21,100,1,0,4,1,3.76190476190476,0,3.33333333333333,1,0,0.52,0,145,0.0,0,3,4
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,8,0,1,1,116,1,127.0,8,0,0,0.15,1,10,7.5,4,5,2.5,2,3.71428571428571,0,6.49206349206349,1,1,0.055,0,198,0.342857142857143,0,6,11
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
