test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
256,0,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,122.0,0.08,1.0,217.0,93.0,6.0,2.0,64.0,2.0,5.80645161290323,0.0,5.62672811059908,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.5386604216062549,0.46133957839374506
270,0,6.0,0.0,1.0,18.0,7.0,0.0,70.0,3.0,0.0,31.0,10.6,1.0,52.0,96.0,1.0,0.0,24.0,3.0,5.72881355932203,1.0,19.9,1.0,1.0,0.333333333333333,0.0,45.0,1.0,0.0,1.0,2.0,0.5208348239493963,0.4791651760506037
468,0,1.0,0.0,1.0,4.0,37.0,0.0,57.0,8.0,1.0,7.0,0.12,0.0,11.0,93.0,2.0,0.0,17.0,2.0,28.4,1.0,9.2,1.0,1.0,0.842105263157895,0.0,76.0,0.666666666666667,0.0,4.0,2.0,0.5964495668579921,0.40355043314200784
474,0,1.0,1.0,1.0,1.0,5.0,0.0,33.0,2.0,0.0,0.0,0.26,0.0,4.0,87.0,6.0,1.0,16.0,2.0,4.11111111111111,2.0,2.5,2.0,1.0,0.4,0.0,1.0,1.0,0.0,4.0,3.0,0.522253649651212,0.47774635034878793
477,0,3.0,19.0,1.0,8.0,9.0,0.0,40.0,7.0,3.0,10.0,0.09,0.0,53.0,100.0,5.0,2.0,23.0,4.0,2.69354838709677,0.0,3.37096774193548,0.0,1.0,0.414285714285714,0.0,19.0,0.454545454545455,0.0,4.0,0.0,0.544228543040173,0.455771456959827
496,0,26.0,0.0,1.0,22.0,1.0,2.0,216.0,2.0,7.0,10.0,0.19,2.0,54.0,95.0,2.0,1.0,42.0,2.0,56.2,2.0,18.2,1.0,1.0,1.22413793103448,0.0,1068.0,1.0,0.0,1.0,3.0,0.5018156392020992,0.49818436079790085
515,0,1.0,0.0,1.0,0.0,0.0,1.0,145.0,3.0,0.0,13.0,1.03,0.0,21.0,100.0,1.0,0.0,4.0,1.0,3.76190476190476,0.0,12.2,1.0,0.0,0.52,0.0,145.0,0.6875,0.0,3.0,4.0,0.5450045914227453,0.4549954085772547
539,0,9.0,0.0,1.0,123.0,11.0,0.0,18.0,3.0,1.0,2.0,0.05,1.0,26.0,86.0,3.0,3.0,23.0,2.0,4.45945945945946,0.0,16.1,1.0,1.0,0.829268292682927,0.0,47.0,1.0,0.0,2.0,0.0,0.5719294341155876,0.4280705658844124
542,0,13.0,0.0,2.0,5.0,50.0,1.0,105.0,11.0,0.0,3.0,0.14,1.0,11.0,97.0,1.0,0.0,58.0,2.0,5.0655737704918,0.0,8.60655737704918,1.0,1.0,0.959459459459459,0.0,385.0,0.906976744186046,2.0,3.0,0.0,0.6936458640673928,0.3063541359326072
547,0,29.0,38.0,23.0,14.0,21.0,0.0,157.0,22.0,2.0,45.0,7.8,0.0,154.0,98.0,4.0,4.0,47.0,2.0,45.1,0.0,14.6,0.0,0.0,0.722222222222222,0.0,374.0,1.0,0.0,1.0,5.0,0.5313239455867508,0.4686760544132492
551,0,21.0,0.0,1.0,2.0,7.0,0.0,105.0,1.0,2.0,63.0,0.12,0.0,57.0,87.0,5.0,0.0,21.0,1.0,11.5,0.0,5.40625,1.0,1.0,0.742424242424242,0.0,68.0,0.833333333333333,0.0,4.0,0.0,0.5394927096987152,0.46050729030128473
552,0,2.0,0.0,2.0,2.0,9.0,14.0,43.0,2.0,3.0,1.0,0.18,0.0,24.0,93.0,3.0,2.0,7.0,2.0,4.12121212121212,0.0,4.09090909090909,1.0,1.0,0.5,0.0,76.0,1.0,0.0,3.0,7.0,0.5256533246890511,0.4743466753109488
567,0,15.0,0.0,33.0,2.0,230.0,0.0,33.0,2.0,0.0,1.0,0.05,0.0,3.0,14.0,2.0,0.0,73.0,2.0,5.59656652360515,0.0,11.0,1.0,1.0,0.48728813559322,0.0,43.0,0.607142857142857,0.0,2.0,6.0,0.5088664938663043,0.4911335061336956
602,0,1.0,0.0,1.0,0.0,9.0,0.0,43.0,10.0,1.0,4.0,0.11,0.0,33.0,60.0,4.0,1.0,11.0,2.0,2.95238095238095,0.0,17.3,2.0,1.0,0.679245283018868,0.0,36.0,0.5,0.0,2.0,4.0,0.5495316744918768,0.4504683255081232
603,0,3.0,2.0,2.0,0.0,1.0,2.0,105.0,3.0,1.0,4.0,0.28,1.0,15.0,62.0,1.0,0.0,15.0,2.0,3.4375,0.0,8.125,1.0,1.0,1.45,0.0,34.0,0.666666666666667,0.0,5.0,0.0,0.5029889827306409,0.4970110172693591
625,0,0.0,0.0,33.0,138.0,387.0,1.0,555.0,1.0,2.0,4.0,0.14,0.0,8.0,99.0,1.0,0.0,94.0,2.0,4.66835443037975,1.0,11.0,1.0,1.0,0.183879093198992,0.0,8702.0,0.666666666666667,0.0,2.0,1.0,0.5213896664666128,0.4786103335333872
635,0,25.0,55.0,1.0,3.0,12.0,0.0,575.0,8.0,25.0,187.0,0.21,0.0,459.0,100.0,2.0,3.0,136.0,2.0,13.8152866242038,0.0,2.92356687898089,6.0,1.0,0.261954261954262,0.0,369.0,0.666666666666667,4.0,8.0,0.0,0.5410878079739587,0.4589121920260413
637,0,68.0,0.0,2.0,5.0,29.0,1.0,461.0,12.0,0.0,105.0,0.15,0.0,290.0,85.0,3.0,1.0,36.0,2.0,6.05956112852665,0.0,5.16300940438872,1.0,55.0,0.903614457831325,0.0,125.0,0.314285714285714,0.0,6.0,0.0,0.5087774946771508,0.49122250532284917
638,0,8.0,4.0,1.0,22.0,5.0,3.0,612.0,4.0,17.0,7.0,0.81,0.0,127.0,98.0,1.0,1.0,33.0,8.0,15.9015151515152,5.0,18.2,0.0,1.0,0.467153284671533,0.0,186.0,0.75,0.0,2.0,0.0,0.5180840450046968,0.48191595499530315
640,0,11.0,1.0,2.0,4.0,13.0,14.0,163.0,1.0,0.0,1.0,0.25,0.0,59.0,88.0,5.0,0.0,7.0,1.0,4.36111111111111,0.0,5.76388888888889,1.0,1.0,0.810810810810811,0.0,11.0,0.555555555555556,0.0,6.0,6.0,0.62427945739863,0.37572054260137
643,0,7.0,0.0,1.0,5.0,9.0,1.0,192.0,9.0,6.0,17.0,0.18,0.0,112.0,96.0,4.0,3.0,31.0,2.0,6.71074380165289,5.0,18.2,1.0,1.0,0.778625954198473,0.0,165.0,0.8125,3.0,3.0,0.0,0.5722402903024032,0.4277597096975968
649,0,6.0,26.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,4.6,0.0,17.0,100.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,0.459016393442623,0.0,437.0,0.25,0.0,4.0,0.0,0.5171979426511021,0.4828020573488979
652,0,5.0,0.0,22.0,0.0,82.0,0.0,38.0,54.0,0.0,23.0,0.03,1.0,55.0,16.0,1.0,0.0,1.0,2.0,4.55474452554745,1.0,5.47445255474453,2.0,1.0,0.682291666666667,0.0,20.0,0.8,0.0,5.0,1.0,0.5578755415914638,0.4421244584085362
