,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
468,1,0,1,1,37,0,57,4,1,7,0.12,0,11,93,2,0,9.0,2,3.33333333333333,1,6.10416666666667,1,1,0.842105263157895,0,5.5,0.666666666666667,0,4,2
477,3,19,1,1,9,0,40,7,3,10,0.09,0,53,100,5,2,10.5,4,2.69354838709677,0,3.37096774193548,0,1,0.414285714285714,0,3.5,0.454545454545455,0,4,4
683,42.0,0,2,0,7,0,36,2,0,0,0.31,0,1,0,1,0,9.0,2,3.375,2,7.625,2,1,1.54545454545455,0,5.5,0.5,0,1,2
685,3,0,1,1,4,0,53,2,0,4,0.28,1,18,14.0,3,0,10.5,2,6.22727272727273,0,5.40909090909091,1,1,0.48,0,5.5,0.727272727272727,3,3,2
603,3,2,2,0,1,2,86,1,1,4,0.28,1,15,62,1,0,9.0,2,3.4375,0,8.125,1,1,1.45,0,5.5,0.666666666666667,0,2,1
515,1,0,1,0,0,1,145,3,0,13,1.03,0,21,50.0,1,0,9.0,1,3.76190476190476,0,3.33333333333333,1,0,0.52,0,145.0,0.6875,1,3,4
660,2,0,1,3,6,2,174,2,1,1,0.31,0,51,94,4,0,10.5,2,6.96491228070175,0,5.28070175438596,1,1,0.683333333333333,0,5.5,0.352941176470588,0,1,2
649,6,3,1,0,29,0,46,11.0,0,4,0.12,0,17,100,3,0,10.0,2,2.67391304347826,0,4.89130434782609,1,1,0.459016393442623,0,6.0,0.25,0,4,1
270,6,0,1,1,7,0,70,3,0,2.5,0.13,1,52,96,1,0,10.5,3,5.72881355932203,1,4.15254237288136,1,1,0.333333333333333,0,5.5,1.0,0,1,2
696,5.0,2,2,3,14,0,90,5,0,14,0.14,0,66.0,90,3,0,13.0,2,3.3125,0,3.85,0,1,0.674418604651163,0,48,1.0,0,4,0
680,10,1,1,6,29,2,261,8,10,0,0.43,0,8.5,100,3,5,8.5,2,7.5049504950495,0,3.63366336633663,1,1,0.4,0,7.0,0.428571428571429,0,4,0
496,2.5,0,1,22,1,2,216,2,7,10,0.19,2,54.0,95,2,1,10.5,2,7.76363636363636,2,7.61818181818182,1,1,1.22413793103448,0,32.5,1.0,0,1,1
640,11,1,2,4,13,1,163,1,0,1,0.25,0,14.5,88,0,0,9.0,1,4.36111111111111,0,5.76388888888889,1,1,0.810810810810811,0,11,0.555555555555556,0,2,4
668,3,0,1,4,34,0,45,8.0,4,2,0.07,1,20,100,4,2,8.5,2,2.77777777777778,0,6.37037037037037,1,1,0.849315068493151,0,10.0,0.739130434782609,0,4,0
551,4.0,0,1,2,7,0,68,1,2,5,0.12,0,57,87,2,0,10.5,1,5.015625,0,5.40625,1,1,0.742424242424242,0,9.0,0.833333333333333,0,4,4
547,6.0,38,1,14,21,0,157,22,2,45,0.1,0,32.5,98,4,4,4.5,2,3.13142857142857,0,5.17142857142857,0,0,0.722222222222222,0,374,1.0,0,1,0
665,4.0,1,2,37,0,0,86,5,3,65,0.07,0,14.5,100,1,7,13.0,2,4.26271186440678,0,2.99152542372881,1,0,0.524193548387097,0,124,0.53125,0,2,0
635,0.5,55,1,3,12,0,575,8,0,187,0.21,0,14.5,100,2,4,14.5,2,13.8152866242038,0,2.92356687898089,0,1,0.261954261954262,0,369,0.666666666666667,0,4,1
653,6,3,1,1,27,0,39,1,3,6,0.13,0,21,89,3,0,14.5,2,6.60416666666667,1,4.60416666666667,2,1,0.385964912280702,0,8.0,0.75,0,6,0.0
539,4,0,1,1,11,0,18,3,1,2,0.05,1,26,86,3,3,10.5,2,4.45945945945946,0,5.83783783783784,1,1,0.829268292682927,0,3.5,1.0,3,2,10.0
625,0,0,1,4.0,24.5,1,555,1,2,4,0.14,0,8,99,1,0,10.5,2,4.66835443037975,1,4.31645569620253,1,1,0.183879093198992,0,32.5,0.666666666666667,3,2,1
652,5,0,1,0,82,0,38,4.5,0,23,0.03,1,55,16,1,0,10.5,2,4.55474452554745,1,5.47445255474453,2,1,0.682291666666667,0,3.5,0.8,3,2,1
552,2,0,2,2,9,0,43,2,3,1,0.18,0,24,19.0,3,2,9.0,2,4.12121212121212,0,4.09090909090909,1,1,0.5,0,5.5,1.0,3,3,2
