,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
104,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,11.0,0.20000000000000007,10.0,3.0,0.0,2.0,29.0,1.0,1.0,5.0,0.19999999999999996,0.0,75.0,1.0,0.0,10.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.533980582524272,2.0
80,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,
207,1.0,1.0,10.0,2.0,1.9999999999999998,2.0,2.0,61.0,1.0,0.0,3.0,0.6499999999999999,0.0,61.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,2.0,0.566473988439306,5.551115123125783e-17
202,1.0,4.0,2.0,0.715277777777778,3.0,4.0,1.0,189.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,5.551115123125783e-17
251,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,
282,1.0,40.0,40.0,70.0,0.15,1.0,2.0,70.0,6.0,2.0,9.0,0.15000000000000002,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,40.0,0.416531604538088,3.0
283,1.0,3.0,26.0,0.14,1.9999999999999998,1.0,4.0,34.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,26.0,1.0,3.92857142857143,0.0,1.0,0.0,0.0,0.586538461538462,2.0
284,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,
455,1.0,89.0,0.0,127.00000000000001,18.0,0.0,2.0,127.0,1.0,3.0,9.0,0.29000000000000004,0.0,89.0,2.0,0.0,18.0,2.0,4.22222222222222,0.0,1.0,0.0,0.0,0.587761674718196,5.551115123125783e-17
543,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,
567,9.0,11.0,55.0,15.0,2.84848484848485,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,55.0,0.55,2.0
729,0.0,0.0,4.0,12.0,2.1875,1.0,2.0,44.0,1.0,0.0,1.0,0.32000000000000006,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,4.0,0.506787330316742,2.0
755,,,,,,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,
786,1.0,0.0,26.0,53.99999999999999,0.18,0.0,3.0,26.0,1.0,0.0,6.0,0.17999999999999994,0.0,76.0,1.0,1.0,3.0,2.0,3.1,1.0,1.0,0.0,54.0,0.282051282051282,1.0
548,,,,,,,,,,,,,,,,,,,,,,,,,
792,1.0,1.0,2.0,40.0,0.21,0.0,1.0,95.0,1.0,0.0,40.0,0.20999999999999996,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0
790,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,,,,,,,,,,,,,,,,,,,,,,,,
1941,1.0,23.0,0.09999999999999998,16.0,0.956591639871383,0.0,1.0,50.0,16.0,0.0,3.0,0.10000000000000009,0.0,95.0,3.0,1.0,23.0,2.0,2.93650793650794,0.0,0.0,0.0,1.0,0.956591639871383,3.0
1942,155.0,140.0,35.0,52.99999999999999,0.13,0.0,2.0,155.0,30.000000000000004,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,140.0,0.969341161121983,2.0
854,,,,,,,,,,,,,,,,,,,,,,,,,
861,10.0,23.0,16.0,0.682692307692308,2.75,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,16.0,0.682692307692308,5.551115123125783e-17
863,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,
877,2.0,1.0,19.0,6.0,0.14,0.0,3.0,34.0,6.0,0.0,19.0,0.14,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,5.0,0.515723270440252,3.0
166,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,
960,88.0,6.0,1.0,19.0,0.7167630057803469,1.0,2.0,36.0,1.0,6.0,0.0,0.33000000000000007,1.0,88.0,2.0,1.0,19.0,1.0,3.77777777777778,1.0,1.0,0.0,1.0,0.716763005780347,2.0
962,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,,,,,,
1014,1.0,0.0,3.0,15.0,0.16,1.0,3.0,43.0,2.0,0.0,6.0,0.15999999999999992,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0
1027,88.0,0.0,0.20999999999999996,9.0,1.0625,2.0,1.0,48.0,2.0,1.0,1.0,0.20999999999999996,2.0,88.0,4.0,0.0,9.0,2.0,1.0625,0.0,1.0,0.0,0.0,0.485981308411215,5.551115123125783e-17
929,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,
1953,0.0,18.0,11.0,1.0,1.5,0.0,1.0,18.0,3.0,0.0,1.0,0.30000000000000004,1.0,0.0,3.0,0.0,4.0,2.0,1.5,1.0,2.0,0.0,11.0,1.0,5.551115123125783e-17
1054,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1.0,0.0,3.0,7.0,1.0,2.0,1.0,32.0,1.0,3.0,1.0,0.30000000000000004,2.0,83.0,2.0,0.0,7.0,1.0,3.14285714285714,1.0,1.0,0.0,0.0,1.0,5.551115123125783e-17
1949,,,,,,,,,,,,,,,,,,,,,,,,,
1996,0.0,21.0,4.0,8.0,1.0,0.0,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,4.0,1.0,5.551115123125783e-17
1998,1.0,27.0,66.0,8.0,0.18,0.0,1.0,27.0,7.0,0.0,12.0,0.17999999999999994,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,66.0,1.0,5.551115123125783e-17
1467,6.0,0.0,48.99999999999999,16.0,0.06,0.0,1.0,46.0,1.0,6.0,11.0,0.06000000000000005,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,49.0,0.493445692883895,1.0
2004,0.0,22.0,92.00000000000001,11.0,0.09000000000000002,0.0,2.0,22.0,8.0,3.0,9.0,0.09000000000000008,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,92.0,0.632786885245902,5.551115123125783e-17
1535,12.999999999999998,140.0,3.0,10.0,1.91304347826087,5.0,2.0,140.0,6.0,0.0,1.0,0.4099999999999999,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,13.0,0.514469453376206,1.0
1671,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,,,,,,,,,,,,,,,,,,,,,,,,
1732,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,
1888,1.0,4.0,0.14,6.0,3.0,0.0,2.0,37.0,1.0,3.0,8.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.0,0.453038674033149,3.0
793,,,,,,,,,,,,,,,,,,,,,,,,,
