test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,2.0,4.0,0.61,0.39,1
10,0,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0,0.51,0.49,1
19,0,0.0,1.0,0.0,5.0,186.0,0.0,0.95,0.0,86.0,3.0,0.0,5.0,3.0,20.5555555555556,1.0,2.66666666666667,1.0,1.0,0.586206896551724,0.0,0.0,0.0,4.0,2.0,3.0,0.6,0.4,1
21,0,45.0,1.0,1.0,4.0,326.0,0.0,2.36,0.0,100.0,2.0,2.0,14.0,2.0,2.84745762711864,0.0,0.779661016949153,0.0,1.0,0.0,0.0,0.470588235294118,0.0,4.0,0.0,7.0,0.57,0.43,1
1633,0,0.0,1.0,0.0,0.0,28.0,0.0,0.08,0.0,62.0,1.0,0.0,14.0,2.0,2.41791044776119,1.0,2.19402985074627,1.0,1.0,0.0933333333333333,0.0,0.285714285714286,0.0,3.0,2.0,2.0,0.61,0.39,1
23,0,1.0,1.0,1.0,4.0,103.0,1.0,0.59,0.0,91.0,2.0,1.0,10.0,2.0,17.1,1.0,4.21818181818182,1.0,1.0,0.438848920863309,0.0,0.428571428571429,5.0,6.0,4.0,10.0,0.52,0.48,2
30,0,0.0,1.0,1.0,5.0,100.0,1.0,0.68,0.0,89.0,4.0,0.0,7.0,2.0,4.85714285714286,0.0,4.85714285714286,1.0,1.0,1.0625,0.0,0.444444444444444,0.0,2.0,2.0,4.0,0.58,0.42,1
44,0,0.0,2.0,0.0,7.0,148.0,0.0,1.13,0.0,0.0,4.0,0.0,6.0,3.0,56.7142857142857,2.0,4.57142857142857,2.0,1.0,0.8125,0.0,0.4,0.0,3.0,2.0,3.0,0.54,0.46,1
47,0,0.0,1.0,3.0,8.0,61.0,2.0,0.97,0.0,90.0,1.0,0.0,5.0,2.0,18.3333333333333,2.0,3.72727272727273,1.0,1.0,0.638888888888889,0.0,0.666666666666667,0.0,3.0,2.0,5.0,0.55,0.45,1
1640,0,13.0,1.0,13.0,4.0,455.0,23.0,0.4,0.0,94.0,2.0,1.0,31.0,2.0,5.62025316455696,0.0,6.13924050632911,1.0,1.0,0.91304347826087,0.0,0.538461538461538,0.0,2.0,1.0,8.0,0.53,0.47,1
185,0,2.0,1.0,4.0,7.0,603.0,0.0,0.39,0.0,98.0,2.0,0.0,150.0,1.0,9.3375,0.0,11.8625,1.0,1.0,1.62352941176471,0.0,0.448275862068966,6.0,2.0,2.0,3.0,0.53,0.47,2
186,0,0.0,1.0,0.0,7.0,516.0,0.0,0.63,0.0,0.0,1.0,0.0,10.0,1.0,4.72857142857143,0.0,7.61428571428571,1.0,1.0,0.472972972972973,0.0,0.538461538461538,0.0,3.0,2.0,7.0,0.54,0.46,2
187,0,0.0,1.0,1.0,5.0,115.0,0.0,0.66,0.0,93.0,1.0,0.0,35.0,1.0,3.1875,0.0,5.8125,1.0,1.0,1.33333333333333,0.0,0.6,0.0,3.0,2.0,2.0,0.52,0.48,1
224,0,0.0,3.0,5.0,2.0,131.0,0.0,0.24,0.0,84.0,1.0,0.0,3.0,1.0,9.03571428571429,1.0,6.5,1.0,1.0,0.9,0.0,0.571428571428571,0.0,4.0,3.0,5.0,0.57,0.43,1
227,0,0.0,3.0,5.0,10.0,61.0,0.0,0.33,3.0,60.0,1.0,0.0,2.0,1.0,12.75,6.0,14.25,3.0,1.0,2.5,0.0,0.333333333333333,0.0,1.0,2.0,5.0,0.64,0.36,1
231,0,0.0,2.0,9.0,6.0,666.0,1.0,0.6,0.0,88.0,2.0,3.0,10.0,1.0,10.2934782608696,0.0,4.71739130434783,1.0,1.0,0.94,0.0,0.545454545454545,0.0,2.0,0.0,11.0,0.51,0.49,2
291,0,0.0,2.0,24.0,9.0,61.0,0.0,0.76,0.0,96.0,1.0,0.0,1.0,1.0,9.83333333333333,1.0,4.33333333333333,1.0,1.0,2.125,0.0,0.5,0.0,3.0,2.0,2.0,0.63,0.37,1
349,0,0.0,2.0,2.0,2.0,74.0,0.0,0.37,0.0,66.0,2.0,0.0,10.0,3.0,4.125,0.0,6.375,0.0,1.0,0.6,0.0,0.333333333333333,0.0,1.0,3.0,3.0,0.53,0.47,2
455,0,0.0,1.0,6.0,2.0,75.0,2.0,0.27,1.0,74.0,2.0,0.0,16.0,3.0,2.88235294117647,0.0,5.70588235294118,0.0,1.0,0.708333333333333,0.0,0.333333333333333,0.0,3.0,0.0,2.0,0.51,0.49,1
1701,0,0.0,1.0,12.0,1.0,133.0,8.0,0.42,1.0,80.0,2.0,3.0,22.0,2.0,2.71428571428571,0.0,5.39285714285714,1.0,1.0,0.578947368421053,0.0,0.857142857142857,0.0,1.0,2.0,1.0,0.54,0.46,1
545,0,262.0,1.0,223.0,0.0,399.0,109.0,0.02,0.0,99.0,2.0,3.0,10.0,2.0,2.61400778210117,0.0,3.49066147859922,0.0,0.0,0.448443944506937,0.0,0.6,0.0,3.0,5.0,4.0,0.54,0.46,1
