,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.63,0.0,75.0,3.0,1.0,7.0,1.0,3.75,1.0,2.0,0.0,3.0,1.0,0.0,2.0,5.551115123125783e-17
287,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1.0,7.0,1.0,2.0,1.0,1.0,3.0,10.0,28.0,36.0,39.0,0.1400000000000001,0.0,93.0,1.0,2.0,40.0,2.0,4.15942028985507,0.0,0.0,0.0,11.0,1.0,0.0,3.0,5.551115123125783e-17
505,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.1299999999999999,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,35.0,0.1,1.0,90.0,2.0,0.0,17.999999999999996,2.0,2.875,0.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0
757,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,35.0,0.06,4.0,81.0,4.0,1.0,13.0,1.0,4.55813953488372,2.0,1.0,0.0,3.0,1.0,0.0,5.0,1.0
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,0.2699999999999999,1.0,40.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.551115123125783e-17
1506,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,,,,,,,,,,,,,,,,,,,,,,,,,,
