,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
41,0.0,1.0,75.0,6.0,0.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,17.999999999999996,6.0,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0
1762,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,1.0,2.0,0.5,3.0,1.9999999999999998,1.0,3.0,1.0,1.0,1.0000000000000002,5.0,0.4,0.0,58.0,2.0,0.0,10.0,1.0,3.66666666666667,2.0,1.0,0.0,2.0,0.5,0.0,2.0,5.551115123125783e-17
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0.0,0.0,0.0,3.9999999999999996,1.9999999999999998,3.0,2.0,1.0,0.0,1.0000000000000002,9.0,0.7,0.0,76.0,4.0,0.0,7.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
326,0.983333333333333,93.0,3.9999999999999996,3.0,1.9999999999999998,1.0,1.0,1.0,3.0,37.0,92.99999999999999,0.33000000000000007,0.0,96.0,2.0,2.0,15.0,3.0,11.659793814432998,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0
359,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,0.0,0.0,0.0,1.0145864139598064,1.9999999999999998,0.0,2.0,1.0,0.0,1.0000000000000002,2.0,0.32000000000000006,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.551115123125783e-17
389,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1.0,7.0,1.0,0.0,0.18,1.0,2.0,1.0,0.0,22.0,24.0,0.17999999999999983,0.0,91.0,1.0,0.0,10.0,3.0,4.13953488372093,0.0,1.0,0.0,11.0,1.0,0.0,2.0,5.551115123125783e-17
500,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.63,0.0,75.0,3.0,1.0,7.0,1.0,3.75,1.0,2.0,0.0,3.0,1.0,0.0,2.0,5.551115123125783e-17
230,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1.0,2.0,11.0,2.0,10.0,1.0,3.0,10.0,28.0,36.0,39.0,0.14000000000000012,0.0,93.0,1.0,2.0,40.0,2.0,4.15942028985507,0.0,0.0,0.0,11.0,1.0,0.0,3.0,5.551115123125783e-17
505,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,3.0,2.0,1.0,24.0,0.13,0.0,3.0,3.0,5.0,11.0,37.0,0.1299999999999999,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0
393,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,0.983333333333333,48.0,3.9999999999999996,0.15000000000000002,3.0,0.0,2.0,4.0,4.0,13.000000000000002,48.0,0.15000000000000013,0.0,94.0,2.0,0.0,21.0,3.0,2.9622641509434,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
757,0.0,0.0,0.0,0.16000000000000003,3.0,0.0,3.0,1.0,0.0,6.0,13.0,0.15999999999999992,0.0,74.0,1.0,0.0,2.0,1.0,7.42857142857143,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
788,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
