test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
57,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,114.4345703125,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5393656641288787,0.46063433587112135,1,102.37603861034589
104,0,15.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,0.5,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.5242367426747704,0.4757632573252296,1,10.623229461752791
115,0,4.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,18.497465133666992,2.0,0.0,5.02631578947368,1.0,1.0,0.0,0.333333333333333,0.0,3.0,7.0,0.6353299940879642,0.3646700059120358,1,0.16947756182815255
141,0,0.0,0.0,3.0,0.0,1.0,6.0,2.5,44.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,10.0,1.0,1.0,14.25,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.9188887114155282,0.08111128858447186,1,2500000000000.0
148,0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,26.599609375,2.0,12.0,9.0,9.0,2.0,5.0,2.0,20.0,2.0,1.0,5.78260869565217,0.0,1.0,0.0,0.75,0.0,1.0,5.0,0.5424107939233745,0.45758920607662545,1,51.0590822288375
152,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,2.0,7.0,40.0,101.0,0.0,4.0,2.0,8.4970703125,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.5663773519763473,0.4336226480236527,1,6.577272928468037
196,0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,5.0,13.0,35.0,0.0,3.0,0.0,13.497756004333496,3.0,0.0,2.75,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.5402650604924368,0.4597349395075631,1,1.8556063657306923
216,0,1.0,0.0,1.0,1.0,51.0,1.0,1.0,70.49255740642548,5.0,1.0,2.0,56.0,0.0,2.0,0.0,5.0,2.0,0.0,2.48275862068966,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.6158403174103813,0.3841596825896188,1,10.62573944204907
310,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,0.0,18.0,36.0,0.0,1.0,0.0,15.498781442642212,2.0,1.0,2.83333333333333,1.0,1.0,0.0,1.0,0.0,3.0,5.0,0.674263653978064,0.32573634602193596,1,2.1925059211370552
331,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,25.499146461486816,2.0,0.0,4.0,28.0,0.0,1.0,0.0,9.0,2.0,1.0,2.25,1.0,1.0,0.0,0.666666666666667,0.0,1.0,2.0,0.5155392174901978,0.4844607825098021,1,4.215855098647299
