,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,5.0,0.18,0.0,73.0,2.0,2.0,10.0,2.0,3.18181818181818,0.0,1.0,0.0,4.0,0.6833333333333329,0.0,1.0,1.0
149,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2.0,10.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,22.0,24.0,0.18,0.0,91.0,1.0,0.0,7.0,2.0,4.13953488372093,0.0,1.0,0.0,7.0,0.983333333333333,0.0,2.0,0.0
505,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,11.0,0.13,0.0,66.0,3.0,0.0,10.0,2.0,3.28571428571429,1.0,1.0,0.0,3.0,0.6833333333333329,0.0,3.0,0.0
725,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,2.0,2.0,28.0,0.12,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,1.0,0.0,0.51,0.0,3.0,1.0
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,15.0,17.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,4.0,0.533333333333333,0.0,3.0,0.0
991,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,0.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,7.0,0.25,6.0,0.0,6.0,3.0,10.0,1.0,0.545454545454545,0.0,2.0,0.0,1.0,0.983333333333333,0.0,2.0,2.0
1093,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,0.0,0.0,1.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,1.0,0.71,4.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,16.0,0.0,1.0,0.983333333333333,0.0,3.0,0.0
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,4.0,0.18,2.0,77.0,2.0,0.0,4.0,2.0,2.45454545454545,0.0,1.0,0.0,0.0,0.51,0.0,1.0,1.0
1309,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,6.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,9.0,28.0,0.36,0.0,86.0,1.0,0.0,5.0,3.0,2.44117647058824,0.0,1.0,1.0,0.0,0.51,0.0,2.0,1.0
1594,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,17.0,1.0,0.0,80.0,1.0,0.0,6.0,3.0,2.13636363636364,0.0,1.0,0.0,3.0,0.51,0.0,2.0,1.0
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,1.0,0.0,1.0,3.0,1.0,0.0,2.0,4.0,3.0,4.0,18.0,0.18,0.0,79.0,2.0,2.0,2.0,3.0,2.31818181818182,0.0,0.0,0.0,3.0,0.51,0.0,3.0,0.0
1600,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,13.0,14.0,0.32,0.0,80.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.983333333333333,0.0,2.0,2.0
1601,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,6.0,7.0,0.18,0.0,63.0,1.0,0.0,10.0,2.0,4.61538461538461,2.0,1.0,0.0,4.0,0.51,0.0,4.0,1.0
1722,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,,,,,,,,,,,,,,,,,,,,,,,,,,,
