test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,4.0,2.0,81.0,3.0,2.0,2.0,0.9,0.0,100.0,1.0,0.0,5.0,2.0,1.8,0.0,1.0,0.0,182.0,0.3,0.0,3.0,0.0,0.94,0.06
7,1,0.0,0.0,1.0,0.0,6.0,1.0,92.0,3.0,0.0,3.0,1.5,0.0,100.0,3.0,0.0,2.0,2.0,3.7,1.0,1.0,0.0,174.0,0.5,0.0,2.0,3.0,0.86,0.14
7,2,1.0,0.0,1.0,4.0,6.0,1.0,164.0,5.0,12.0,5.0,1.2,0.0,62.0,3.0,5.0,4.0,1.0,1.7,0.0,1.0,0.0,192.0,0.4,0.0,2.0,2.0,0.89,0.11
7,3,3.0,7.0,1.0,0.0,4.0,2.0,187.0,5.0,1.0,11.0,0.6,0.0,81.0,3.0,2.0,9.0,2.0,1.9,0.0,0.0,0.0,218.0,0.5,5.0,2.0,4.0,0.7,0.3
7,4,0.0,0.0,1.0,4.0,9.0,2.0,105.0,2.0,3.0,2.0,1.6,0.0,100.0,4.0,0.0,6.0,1.0,2.8,1.0,2.0,0.0,187.0,0.3,0.0,3.0,1.0,0.94,0.06
7,5,0.0,0.0,1.0,0.0,5.0,1.0,70.0,2.0,0.0,2.0,1.2,0.0,100.0,2.0,1.0,4.0,2.0,1.4,0.0,1.0,0.0,145.0,0.3,0.0,2.0,2.0,0.95,0.05
7,6,0.0,0.0,1.0,0.0,6.0,1.0,92.0,3.0,0.0,3.0,1.5,0.0,100.0,3.0,0.0,2.0,2.0,3.7,1.0,1.0,0.0,173.0,0.3,0.0,3.0,1.0,0.88,0.12
7,7,0.0,5.0,1.0,0.0,4.0,1.0,94.0,2.0,0.0,3.0,0.9,0.0,75.0,1.0,0.0,4.0,2.0,2.4,0.0,1.0,0.0,224.0,0.4,0.0,1.0,0.0,0.88,0.12
7,8,0.0,0.0,1.0,0.0,5.0,1.0,211.0,3.0,6.0,7.0,1.1,0.0,100.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,152.0,0.3,0.0,2.0,2.0,0.94,0.06
7,9,0.0,0.0,1.0,0.0,5.0,1.0,144.0,3.0,3.0,4.0,1.1,0.0,100.0,3.0,2.0,3.0,2.0,2.4,0.0,1.0,0.0,152.0,0.3,0.0,1.0,3.0,0.84,0.16
