"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.54 < CountDeclClassVariable <= 0.21'","b'target = 0'",0.39408,826,0.39408,826,1,0.0141,1.03711,1.97144e-17,0.96422,2021
"b'000001'","b'PercentLackOfCohesion <= 1.5'","b'target = 0'",0.24952,523,0.24952,523,1,0.00893,1.03711,2.84237e-10,0.96422,2021
"b'000002'","b'0.82 < CountClassCoupled <= 2.14'","b'target = 0'",0.22853,479,0.22853,479,1,0.00818,1.03711,2.36482e-09,0.96422,2021
"b'000003'","b'1.1 < RatioCommentToCode <= 2.03'","b'target = 0'",0.20515,430,0.20515,430,1,0.00734,1.03711,2.33765e-08,0.96422,2021
"b'000004'","b'0.85 < CountDeclMethodPublic <= 3.35'","b'target = 0'",0.198,415,0.198,415,1,0.00708,1.03711,4.64928e-08,0.96422,2021
"b'000005'","b'0.91 < CountDeclInstanceVariable <= 2.68'","b'target = 0'",0.1937,406,0.1937,406,1,0.00693,1.03711,7.00237e-08,0.96422,2021
"b'000006'","b'CountDeclInstanceVariable <= 0.07'","b'target = 0'",0.30439,638,0.30391,637,0.99843,0.01041,1.03548,2.94767e-11,0.96422,2021
"b'000007'","b'2.68 < CountDeclInstanceVariable <= 5.34'","b'target = 0'",0.20372,427,0.20324,426,0.99766,0.00681,1.03468,5.65662e-07,0.96422,2021
"b'000008'","b'CountClassCoupled <= 0.82'","b'target = 0'",0.198,415,0.19752,414,0.99759,0.00661,1.03461,9.46984e-07,0.96422,2021
"b'000009'","b'RatioCommentToCode > 2.03'","b'target = 0'",0.19466,408,0.19418,407,0.99755,0.00649,1.03457,1.27628e-06,0.96422,2021
