"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'PercentLackOfCohesion <= 5.2'","b'target = 0'",0.20282,432,0.20235,431,0.99769,0.01219,1.06413,1.01302e-12,0.93756,1997
"b'000001'","b'RatioCommentToCode > 1.365'","b'target = 0'",0.19718,420,0.19624,418,0.99524,0.01137,1.06152,4.67667e-11,0.93756,1997
"b'000002'","b'-0.22 < CountDeclClassVariable <= 0.175'","b'target = 0'",0.42019,895,0.41737,889,0.9933,0.02342,1.05945,2.79246e-24,0.93756,1997
"b'000003'","b'1.8 < CountDeclMethodPublic <= 4.85'","b'target = 0'",0.19718,420,0.19531,416,0.99048,0.01043,1.05644,4.93144e-09,0.93756,1997
"b'000004'","b'CountDeclMethodPublic <= 1.8'","b'target = 0'",0.19671,419,0.19484,415,0.99045,0.01041,1.05642,5.28474e-09,0.93756,1997
"b'000005'","b'0.825 < RatioCommentToCode <= 1.365'","b'target = 0'",0.19624,418,0.19437,414,0.99043,0.01038,1.05639,5.66297e-09,0.93756,1997
"b'000006'","b'CountDeclInstanceVariable <= 0.32'","b'target = 0'",0.21174,451,0.20939,446,0.98891,0.01087,1.05478,4.27875e-09,0.93756,1997
"b'000007'","b'1.94 < CountDeclInstanceVariable <= 3.76'","b'target = 0'",0.20188,430,0.19953,425,0.98837,0.01026,1.0542,1.77681e-08,0.93756,1997
"b'000008'","b'CountInput_Mean <= 1.18'","b'target = 0'",0.2,426,0.19765,421,0.98826,0.01014,1.05408,2.32188e-08,0.93756,1997
"b'000009'","b'0.964 < AvgCyclomaticModified <= 1.118'","b'target = 0'",0.31784,677,0.31408,669,0.98818,0.01609,1.054,1.06477e-13,0.93756,1997
