Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.2,0.20804,0.99785,1.21083
1.2 < CountClassCoupled <= 4.5,0.19688,0.98866,1.19968
Del_lines <= -17.8,0.07277,0.97546,1.18366
-17.8 < Del_lines <= 4,0.42366,0.9726,1.18019
OWN_COMMIT > 1,0.09554,0.96262,1.16807
0.864 < OWN_COMMIT <= 1,0.30402,0.95888,1.16354
AvgLineComment <= 0.3 & -0.071 < MINOR_COMMIT <= 0.027,0.21384,0.95825,1.16277
1.11 < RatioCommentToCode <= 1.99,0.10714,0.95417,1.15782
MAJOR_LINE <= 0.03,0.27411,0.95277,1.15612
0.03 < MAJOR_LINE <= 0.68,0.12991,0.95189,1.15506
