Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1,0.2067,0.99568,1.18634
-0.46 < CountDeclClassMethod <= 0.68 & -13.2 < Del_lines <= 6,0.23884,0.99252,1.18258
Del_lines <= -13.2,0.07366,0.98788,1.17705
1 < CountClassCoupled <= 3.95,0.19866,0.98427,1.17275
CountPath_Min > 2.16,0.075,0.97619,1.16312
MAJOR_LINE <= 0.04,0.26741,0.97496,1.16165
0.858 < OWN_COMMIT <= 1.004,0.29554,0.97432,1.16089
MaxNesting_Min > 0.062,0.11563,0.97297,1.15929
PercentLackOfCohesion <= 18.2,0.19732,0.9638,1.14836
CountOutput_Mean <= 1.78,0.20179,0.95796,1.1414
