Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.15,0.2067,0.98488,1.19444
1.15 < CountClassCoupled <= 4.25,0.21563,0.97723,1.18516
MAJOR_LINE <= -0.03,0.09643,0.97685,1.1847
CountOutput_Mean <= 1.76,0.19955,0.97092,1.17751
OWN_COMMIT > 0.998,0.29286,0.96951,1.1758
1.09 < RatioCommentToCode <= 1.96,0.13304,0.96309,1.16801
-14.4 < Del_lines <= 6.4,0.40268,0.96231,1.16706
PercentLackOfCohesion <= 22.4,0.20179,0.95796,1.1618
4.25 < CountClassCoupled <= 8,0.17589,0.95685,1.16045
-0.03 < MAJOR_LINE <= 0.58,0.3,0.95685,1.16044
