test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37,0,2.0,0.0,1.0,1.0,4.0,2.0,330.0,8.0,17.0,12.0,0.7,0.0,67.0,3.0,4.0,14.0,2.0,3.4,0.0,3.3,1.0,0.0,0.5,0.0,4.0,7.0,0.9918122257625938,0.00818777423740629
37,1,9.0,0.0,1.0,1.0,3.0,2.0,206.0,6.0,1.0,5.0,0.6,0.0,50.0,2.0,0.0,10.0,2.0,4.0,1.0,3.5,1.0,0.0,1.0,0.0,3.0,10.0,0.996006558320667,0.003993441679333032
56,0,7.0,0.0,1.0,12.0,4.0,2.0,351.0,3.0,16.0,10.0,0.6,0.0,70.0,3.0,1.0,10.0,2.0,3.6,0.0,3.1,0.0,0.0,0.7,0.0,2.0,1.0,0.9971544318553694,0.002845568144630529
56,1,2.0,0.0,1.0,1.0,4.0,2.0,330.0,8.0,17.0,12.0,0.7,0.0,67.0,3.0,4.0,14.0,2.0,3.4,0.0,3.3,1.0,0.0,0.5,0.0,4.0,7.0,0.9918122257625938,0.00818777423740629
56,2,2.0,0.0,1.0,30.0,3.0,2.0,552.0,37.0,10.0,9.0,0.6,0.0,99.0,1.0,1.0,12.0,2.0,3.0,0.0,3.0,1.0,0.0,0.9,0.0,4.0,2.0,0.9825690801033787,0.017430919896621266
61,0,0.0,0.0,1.0,0.0,1.0,1.0,42.0,1.0,2.0,2.0,1.4,0.0,8.0,2.0,8.0,2.0,1.0,3.4,1.0,1.5,1.0,0.0,0.0,0.0,2.0,1.0,0.999446914001452,0.0005530859985479982
163,0,6.0,0.0,2.0,6.0,3.0,3.0,129.0,1.0,0.0,3.0,0.8,1.0,15.0,1.0,0.0,1.0,1.0,3.1,1.0,3.7,1.0,0.0,1.0,0.0,3.0,3.0,0.9989304525886539,0.0010695474113461144
164,0,1.0,0.0,1.0,2.0,3.0,1.0,138.0,1.0,0.0,5.0,1.0,0.0,18.0,2.0,0.0,3.0,1.0,4.3,0.0,2.1,1.0,0.0,0.0,0.0,2.0,5.0,0.9891601571739931,0.010839842826006875
164,1,6.0,0.0,2.0,6.0,3.0,3.0,129.0,1.0,0.0,3.0,0.8,1.0,15.0,1.0,0.0,1.0,1.0,3.1,1.0,3.7,1.0,0.0,1.0,0.0,3.0,3.0,0.9989304525886539,0.0010695474113461144
192,0,1.0,0.0,1.0,0.0,1.0,2.0,49.0,4.0,4.0,4.0,0.3,0.0,24.0,3.0,2.0,7.0,2.0,2.3,0.0,3.4,0.0,0.0,0.0,0.0,2.0,2.0,0.9995662793305234,0.00043372066947658275
195,0,4.0,0.0,1.0,1.0,0.0,2.0,24.0,1.0,0.0,0.0,0.3,0.0,8.0,1.0,0.0,6.0,2.0,2.5,0.0,4.0,0.0,0.0,0.8,0.0,1.0,0.0,0.9871476273643531,0.012852372635646894
195,1,4.0,0.0,1.0,1.0,0.0,2.0,24.0,1.0,0.0,0.0,0.3,0.0,8.0,1.0,0.0,6.0,2.0,2.5,0.0,4.0,0.0,0.0,0.8,0.0,1.0,0.0,0.9871476273643531,0.012852372635646894
223,0,24.0,0.0,3.0,3.0,2.0,4.0,138.0,2.0,10.0,12.0,0.2,0.0,48.0,4.0,1.0,45.0,1.0,4.1,1.0,8.4,1.0,0.0,0.5,0.0,3.0,4.0,0.9630356363754392,0.03696436362456081
223,1,6.0,0.0,1.0,4.0,2.0,2.0,113.0,3.0,1.0,11.0,0.4,0.0,29.0,1.0,0.0,20.0,2.0,3.0,1.0,3.9,1.0,0.0,0.7,0.0,5.0,4.0,0.5190700487515219,0.48092995124847815
223,2,9.0,0.0,1.0,1.0,3.0,2.0,206.0,6.0,1.0,5.0,0.6,0.0,50.0,2.0,0.0,10.0,2.0,4.0,1.0,3.5,1.0,0.0,1.0,0.0,3.0,10.0,0.996006558320667,0.003993441679333032
256,0,2.0,0.0,1.0,1.0,4.0,2.0,330.0,8.0,17.0,12.0,0.7,0.0,67.0,3.0,4.0,14.0,2.0,3.4,0.0,3.3,1.0,0.0,0.5,0.0,4.0,7.0,0.9918122257625938,0.00818777423740629
256,1,9.0,0.0,1.0,1.0,3.0,2.0,206.0,6.0,1.0,5.0,0.6,0.0,50.0,2.0,0.0,10.0,2.0,4.0,1.0,3.5,1.0,0.0,1.0,0.0,3.0,10.0,0.996006558320667,0.003993441679333032
256,2,0.0,0.0,1.0,0.0,5.0,2.0,307.0,1.0,8.0,25.0,0.6,0.0,49.0,2.0,0.0,7.0,1.0,2.0,0.0,3.2,1.0,0.0,1.0,0.0,3.0,7.0,0.960335157384168,0.03966484261583203
345,0,2.0,0.0,1.0,30.0,3.0,2.0,552.0,37.0,10.0,9.0,0.6,0.0,99.0,1.0,1.0,12.0,2.0,3.0,0.0,3.0,1.0,0.0,0.9,0.0,4.0,2.0,0.9825690801033787,0.017430919896621266
345,1,7.0,0.0,1.0,12.0,4.0,2.0,351.0,3.0,16.0,10.0,0.6,0.0,70.0,3.0,1.0,10.0,2.0,3.6,0.0,3.1,0.0,0.0,0.7,0.0,2.0,1.0,0.9971544318553694,0.002845568144630529
356,0,0.0,0.0,1.0,0.0,0.0,2.0,34.0,1.0,3.0,7.0,0.3,1.0,10.0,4.0,0.0,13.0,1.0,3.7,0.0,5.7,0.0,0.0,0.0,0.0,3.0,2.0,0.998697864044521,0.0013021359554790505
356,1,4.0,0.0,1.0,1.0,1.0,2.0,32.0,1.0,0.0,4.0,0.3,1.0,8.0,1.0,0.0,14.0,1.0,4.1,3.0,7.0,2.0,0.0,0.5,0.0,2.0,1.0,0.9952495735154812,0.0047504264845188845
363,0,9.0,0.0,1.0,1.0,1.0,3.0,59.0,1.0,0.0,10.0,0.2,1.0,21.0,2.0,0.0,13.0,1.0,5.4,1.0,6.5,1.0,0.0,0.6,0.0,1.0,2.0,0.998797816546506,0.0012021834534939513
363,1,1.0,0.0,2.0,0.0,3.0,4.0,65.0,4.0,1.0,5.0,0.3,1.0,7.0,3.0,0.0,15.0,2.0,3.6,1.0,7.8,1.0,0.0,1.0,0.0,2.0,1.0,0.9849427688709674,0.015057231129032577
364,0,12.0,3.0,2.0,6.0,0.0,3.0,68.0,10.0,1.0,9.0,0.1,0.0,49.0,2.0,7.0,23.0,2.0,3.2,0.0,3.4,0.0,0.0,0.7,0.0,3.0,0.0,0.9934970151296673,0.006502984870332769
364,1,9.0,0.0,1.0,1.0,1.0,3.0,59.0,1.0,0.0,10.0,0.2,1.0,21.0,2.0,0.0,13.0,1.0,5.4,1.0,6.5,1.0,0.0,0.6,0.0,1.0,2.0,0.998797816546506,0.0012021834534939513
397,0,0.0,0.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,0.0,0.2,0.0,16.0,3.0,3.0,21.0,2.0,2.4,1.0,4.9,2.0,0.0,1.0,0.0,1.0,0.0,0.9892564695897308,0.010743530410269214
