test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
820,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,3.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.7341518883308338,0.2658481116691662,1
820,1,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.666666666666667,0.0,2.0,1.0,0.67257451272808,0.32742548727192006,1
820,2,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,1.89,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9692840375245797,0.03071596247542026,3
820,3,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,17.0,11.0,1.89,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9777555562058496,0.022244443794150394,4
820,4,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,17.0,11.0,1.89,0.0,80.0,5.0,2.0,8.0,1.0,3.5,19.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9812209935992464,0.018779006400753532,5
820,5,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9639215317089608,0.036078468291039174,3
820,6,3.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,17.0,11.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9675735638324107,0.032426436167589376,4
820,7,3.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,17.0,11.0,0.27,0.0,80.0,5.0,2.0,1.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9760389983193362,0.02396100168066382,5
820,8,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9705343645283329,0.029465635471667136,3
820,9,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,17.0,0.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9778069211688019,0.022193078831198088,4
820,10,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,17.0,0.0,1.89,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9833570939503042,0.01664290604969575,5
820,11,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,5.0,0.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9766692311373582,0.02333076886264181,3
820,12,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,1.89,0.0,80.0,5.0,0.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9866981382548952,0.013301861745104823,4
820,13,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,1.89,0.0,80.0,5.0,0.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9895202230262142,0.010479776973785734,5
820,14,3.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,0.0,0.9699634031333775,0.03003659686662257,4
820,15,3.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,0.0,0.9733222773571684,0.026677722642831678,5
820,16,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,1.12,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.9775352879183226,0.022464712081677433,4
820,17,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,1.12,0.0,80.0,5.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,1.3,0.0,0.0,2.0,1.0,0.9790404007136468,0.02095959928635316,5
820,18,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,12.57,0.0,80.0,3.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.0,0.0,2.0,1.0,0.8918069148671794,0.10819308513282061,2
820,19,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,1.89,0.0,80.0,3.0,0.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.666666666666667,0.0,2.0,1.0,0.5344393533855945,0.4655606466144056,2
830,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.2,0.0,2.0,4.0,0.7928498676261035,0.20715013237389646,1
830,1,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,0.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.4,0.0,2.0,4.0,0.7554128728555785,0.24458712714442152,1
830,2,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.4,0.0,1.0,4.0,0.5724461021966492,0.4275538978033509,1
830,3,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,2.0,1.0,1.0,1.13333333333333,0.4,0.0,2.0,4.0,0.5833892046915685,0.4166107953084314,1
830,4,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,0.0,82.0,4.0,0.0,6.0,1.0,5.0,2.0,1.0,1.0,1.13333333333333,0.0,0.0,2.0,4.0,0.9802846436418582,0.01971535635814181,3
830,5,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,0.0,82.0,4.0,0.0,6.0,1.0,5.0,2.0,2.0,1.0,1.13333333333333,0.0,0.0,2.0,4.0,0.9804044320684125,0.019595567931587485,4
830,6,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,2.0,1.0,1.0,1.13333333333333,0.0,0.0,2.0,4.0,0.9718766196463776,0.02812338035362234,2
830,7,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,2.0,1.0,1.0,1.13333333333333,0.0,0.0,1.0,4.0,0.9812780195730877,0.018721980426912282,3
830,8,1.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,2.0,1.0,1.0,1.13333333333333,0.0,0.0,1.0,4.0,0.9832904320921212,0.016709567907878784,4
