test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,11.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.3,0.0,2.0,2.0,0.66,0.34
185,0,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,49.0,0.73,1.0,96.0,3.0,9.0,7.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.51,0.49
279,0,0.0,0.0,1.0,0.0,7.0,2.0,227.0,2.0,8.0,3.0,1.19,0.0,79.0,0.0,2.0,12.0,1.0,3.88,0.0,1.0,0.0,454.0,0.333333333333333,0.0,5.0,4.0,0.51,0.49
291,0,6.0,0.0,12.0,0.0,6.0,2.0,225.0,18.0,23.0,8.0,0.81,0.0,96.0,4.0,43.0,1.0,2.0,2.93827160493827,0.0,0.0,0.0,141.0,0.315789473684211,0.0,5.0,1.0,0.51,0.49
292,0,6.0,7.0,1.0,2.0,6.0,2.0,168.0,7.0,18.0,6.0,13.5,0.0,57.0,5.0,12.0,8.0,2.0,4.58823529411765,0.0,0.0,0.0,585.0,0.37037037037037,3.0,4.0,6.0,0.52,0.48
365,0,0.0,0.0,1.0,0.0,7.0,2.0,40.0,8.0,10.0,8.0,1.09,1.0,100.0,5.0,34.0,5.0,2.0,3.09090909090909,0.0,0.0,0.0,167.0,0.285714285714286,0.0,4.0,5.0,0.51,0.49
416,0,1.0,1.0,1.0,0.0,6.0,2.0,162.0,2.0,10.0,4.0,11.0,0.0,95.0,4.0,238.0,6.0,2.0,3.25,0.0,1.0,0.0,255.0,0.285714285714286,0.0,4.0,2.0,0.51,0.49
474,0,0.0,0.0,1.0,0.0,7.0,2.0,33.0,1.0,0.0,0.0,11.5,2.0,100.0,1.0,0.0,8.0,2.0,3.0,3.0,7.0,1.0,63.0,0.8,0.0,1.0,1.0,0.52,0.48
493,0,10.0,20.0,2.0,0.0,19.0,3.0,102.0,7.0,6.0,4.0,0.48,1.0,92.0,2.0,63.0,20.0,2.0,0.8,0.0,1.0,0.0,137.0,0.227272727272727,1.0,4.0,3.0,0.54,0.46
515,0,6.0,7.0,12.0,0.0,7.0,2.0,225.0,11.0,11.0,8.0,0.85,0.0,94.0,3.0,4.0,1.0,3.0,3.74285714285714,0.0,0.0,0.0,141.0,0.391304347826087,1.0,4.0,1.0,0.52,0.48
516,0,2.0,1.0,1.0,1.0,4.0,1.0,141.0,3.0,2.0,3.0,0.84,0.0,92.0,1.0,2.0,2.0,3.0,2.73076923076923,0.0,0.0,0.0,52.0,0.333333333333333,0.0,3.0,2.0,0.53,0.47
534,0,2.0,0.0,1.0,0.0,5.0,2.0,168.0,6.0,0.0,16.0,0.67,0.0,93.0,1.0,0.0,21.0,2.0,2.4,0.0,1.0,0.0,8.0,0.375,0.0,4.0,4.0,0.54,0.46
549,0,0.0,0.0,2.0,1.0,9.0,3.0,168.0,4.0,10.0,4.0,13.5,1.0,92.0,1.0,1.0,8.0,3.0,3.3125,1.0,1.0,0.0,359.0,0.346153846153846,3.0,5.0,3.0,0.53,0.47
563,0,0.0,0.0,1.0,0.0,9.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,22.0,2.0,0.0,22.0,2.0,3.44444444444444,0.0,1.0,0.0,25.0,0.461538461538462,1.0,4.0,6.0,0.54,0.46
569,0,3.0,1.0,3.0,0.0,11.0,1.0,192.0,1.0,3.0,4.0,0.41,4.0,79.0,1.0,2.0,5.0,2.0,5.76923076923077,2.0,1.0,0.0,76.0,0.263157894736842,0.0,3.0,3.0,0.56,0.44
582,0,0.0,0.0,1.0,0.0,7.0,3.0,84.0,1.0,3.0,0.0,4.2,1.0,62.0,2.0,3.0,9.0,1.0,2.125,0.0,1.0,0.0,53.0,0.4,0.0,1.0,0.0,0.74,0.26
583,0,1.0,0.0,1.0,0.0,11.0,3.0,71.0,1.0,4.0,1.0,0.52,1.0,71.0,1.0,4.0,43.0,3.0,6.0,4.0,1.0,0.0,62.0,0.3,0.0,6.0,0.0,0.51,0.49
631,0,2.0,7.0,1.0,5.0,6.0,2.0,168.0,9.0,18.0,17.0,13.5,0.0,57.0,1.0,1.0,8.0,2.0,5.75,0.0,0.0,0.0,470.0,0.485714285714286,4.0,3.0,7.0,0.55,0.45
742,0,9.0,6.0,1.0,15.0,3.0,2.0,307.0,11.0,0.0,12.0,11.0,0.0,82.0,2.0,7.0,6.0,2.0,3.28169014084507,0.0,0.0,0.0,119.0,0.266666666666667,0.0,2.0,6.0,0.55,0.45
790,0,0.0,0.0,1.0,0.0,1.0,1.0,36.0,1.0,0.0,38.0,0.69,0.0,83.0,2.0,0.0,4.0,1.0,1.33333333333333,0.0,1.0,0.0,11.0,0.6,0.0,1.0,1.0,0.64,0.36
802,0,0.0,0.0,17.0,1.0,12.0,26.0,43.0,1.0,0.0,0.0,11.0,9.0,0.0,1.0,0.0,0.0,1.0,16.0,16.0,6.0,0.0,13.0,0.5,0.0,2.0,2.0,0.53,0.47
809,0,9.0,0.0,1.0,0.0,7.0,2.0,509.0,9.0,2.0,1.0,0.79,0.0,100.0,3.0,1.0,5.0,2.0,3.82539682539683,0.0,0.0,0.0,202.0,0.238095238095238,0.0,2.0,6.0,0.51,0.49
1020,0,0.0,0.0,1.0,0.0,4.0,2.0,27.0,1.0,0.0,0.0,4.6,5.0,0.0,3.0,0.0,15.0,1.0,1.5,1.0,2.0,0.0,7.0,0.333333333333333,0.0,3.0,0.0,0.66,0.34
1168,0,1.0,0.0,1.0,0.0,4.0,1.0,88.0,2.0,2.0,1.0,3.4,1.0,86.0,5.0,0.0,9.0,1.0,1.46666666666667,1.0,1.0,0.0,10.0,0.4,0.0,1.0,2.0,0.71,0.29
1201,0,0.0,0.0,1.0,0.0,2.0,1.0,98.0,2.0,3.0,2.0,0.33,1.0,52.0,2.0,0.0,10.0,2.0,1.37037037037037,4.0,0.0,0.0,871.0,0.357142857142857,0.0,3.0,3.0,0.56,0.44
1234,0,0.0,0.0,1.0,0.0,2.0,1.0,30.0,2.0,1.0,1.0,0.75,6.0,100.0,5.0,0.0,23.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.54,0.46
1236,0,2.0,1.0,1.0,0.0,3.0,1.0,105.0,8.0,3.0,2.0,0.42,2.0,100.0,2.0,0.0,3.0,2.0,1.61538461538462,0.0,0.0,0.0,7.0,0.4,0.0,5.0,2.0,0.71,0.29
