test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,11.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.3,0.0,2.0,2.0,0.66,0.34
7,1,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,8.0,0.0,17.0,2.0,27.3,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.53,0.47
7,2,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,6.9,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.56,0.44
7,3,1.0,0.0,1.0,0.0,7.0,2.0,133.0,7.0,8.0,1.0,0.67,0.0,100.0,7.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.55,0.45
7,4,1.0,0.0,1.0,0.0,14.0,2.0,133.0,2.0,8.0,1.0,3.7,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.54,0.46
7,5,1.0,0.0,1.0,0.0,7.0,2.0,168.0,2.0,8.0,1.0,13.5,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.58,0.42
7,6,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,11.1,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.8,0.0,2.0,2.0,0.56,0.44
7,7,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,4.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.51,0.49
8,0,3.0,0.0,1.0,1.0,5.0,2.0,116.0,11.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.3,0.0,1.0,1.0,0.71,0.29
8,1,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,12.7,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,5.0,1.0,1.0,0.55,0.45
8,2,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.5,0.0,1.0,1.0,0.53,0.47
8,3,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,4.2,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.4,0.0,1.0,1.0,0.64,0.36
8,4,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,20.0,8.0,0.66,0.0,62.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.51,0.49
8,5,3.0,0.0,1.0,1.0,5.0,2.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,3.0,192.0,0.4,0.0,1.0,1.0,0.55,0.45
8,6,3.0,0.0,1.0,1.0,5.0,2.0,116.0,18.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,1.0,2.0625,1.0,1.0,0.0,192.0,0.3,0.0,1.0,1.0,0.72,0.28
185,0,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,2.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.52,0.48
185,1,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,37.0,10.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.51,0.49
185,2,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,11.0,1.0,96.0,3.0,9.0,6.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.56,0.44
185,3,1.0,1.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,2.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.51,0.49
185,4,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,3.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.52,0.48
185,5,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,0.0,96.0,3.0,9.0,6.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.51,0.49
185,6,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,7.0,1.0,2.69230769230769,1.0,0.0,0.0,1449.0,0.3,0.0,3.0,6.0,0.51,0.49
185,7,1.0,0.0,1.0,1.0,6.0,1.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,5.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.51,0.49
185,8,1.0,0.0,1.0,1.0,6.0,2.0,39.0,1.0,9.0,0.0,15.3,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.56,0.44
185,9,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,49.0,0.73,1.0,96.0,3.0,9.0,7.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.51,0.49
187,0,10.0,20.0,1.0,0.0,19.0,2.0,102.0,11.0,4.0,13.0,0.54,1.0,100.0,5.0,63.0,19.0,2.0,0.8,0.0,19.0,0.0,106.0,0.380952380952381,3.0,5.0,3.0,0.53,0.47
187,1,7.0,4.0,1.0,0.0,4.0,2.0,323.0,23.0,1.0,13.0,0.54,6.0,30.0,5.0,1.0,19.0,6.0,3.5,14.0,0.0,0.0,106.0,0.5,0.0,1.0,5.0,0.51,0.49
187,2,7.0,22.0,6.0,0.0,4.0,8.0,323.0,16.0,4.0,13.0,9.2,1.0,56.0,5.0,1.0,5.0,2.0,3.5,0.0,0.0,0.0,106.0,0.380952380952381,0.0,1.0,5.0,0.52,0.48
187,3,10.0,20.0,1.0,0.0,19.0,2.0,102.0,11.0,4.0,13.0,0.54,1.0,100.0,5.0,63.0,19.0,2.0,0.8,0.0,19.0,0.0,106.0,0.2,3.0,5.0,3.0,0.55,0.45
187,4,7.0,22.0,6.0,0.0,4.0,8.0,323.0,16.0,4.0,13.0,9.2,1.0,56.0,5.0,1.0,5.0,2.0,3.5,0.0,0.0,0.0,106.0,0.7,0.0,1.0,5.0,0.53,0.47
187,5,5.0,26.0,9.0,0.0,4.0,2.0,864.0,11.0,4.0,13.0,0.54,9.0,41.0,5.0,1.0,19.0,2.0,3.5,12.0,0.0,0.0,106.0,0.380952380952381,0.0,1.0,4.0,0.51,0.49
238,0,1.0,14.0,1.0,1.0,7.0,2.0,145.0,14.0,16.0,0.0,1.0,0.0,16.0,6.0,144.0,0.0,3.0,20.4,0.0,0.0,0.0,847.0,0.294117647058824,0.0,1.0,8.0,0.57,0.43
238,1,2.0,14.0,1.0,0.0,13.0,2.0,133.0,2.0,41.0,6.0,1.0,0.0,46.0,4.0,34.0,12.0,6.0,23.0,0.0,0.0,0.0,1321.0,0.6,1.0,2.0,3.0,0.58,0.42
238,2,2.0,22.0,6.0,0.0,7.0,8.0,1660.0,16.0,41.0,15.0,9.2,6.0,56.0,2.0,15.0,5.0,3.0,10.3222222222222,0.0,0.0,0.0,1022.0,0.7,0.0,1.0,5.0,0.51,0.49
238,3,2.0,14.0,1.0,0.0,13.0,2.0,133.0,2.0,41.0,15.0,1.0,0.0,46.0,4.0,34.0,12.0,6.0,23.0,0.0,0.0,0.0,1321.0,0.6,1.0,2.0,3.0,0.53,0.47
238,4,1.0,14.0,1.0,1.0,7.0,2.0,145.0,14.0,16.0,0.0,1.0,0.0,16.0,6.0,144.0,0.0,3.0,10.3222222222222,0.0,0.0,0.0,847.0,0.294117647058824,0.0,1.0,8.0,0.57,0.43
238,5,0.0,1.0,1.0,0.0,8.0,2.0,137.0,1.0,41.0,43.0,7.7,0.0,21.0,2.0,34.0,2.0,12.0,25.1,0.0,0.0,0.0,344.0,0.6,2.0,4.0,8.0,0.51,0.49
264,0,0.0,3.0,1.0,0.0,5.0,1.0,39.0,1.0,0.0,10.0,15.3,0.0,91.0,2.0,1.0,9.0,1.0,7.69642857142857,1.0,1.0,0.0,17.0,0.222222222222222,0.0,3.0,4.0,0.59,0.41
264,1,0.0,3.0,1.0,0.0,5.0,1.0,362.0,1.0,0.0,10.0,1.0,0.0,91.0,2.0,1.0,9.0,1.0,0.3,1.0,1.0,0.0,17.0,0.222222222222222,0.0,3.0,4.0,0.58,0.42
