CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,target
0.0,0.0,2.0,0.0,0.0,0.0,17.0,1.0,0.0,3.0,4.0,0.57,0.0,50.0,2.0,0.0,0.0,1.0,2.25,1.0,2.0,1.0,0.0,6.0,0.39,0.0,0.0,1
4.0,0.0,2.0,3.0,7.0,12.0,134.0,1.0,0.0,0.0,4.0,0.46,6.0,83.0,1.0,0.0,5.0,1.0,5.62,0.0,1.0,1.4,0.0,31.0,0.85,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,0.0,25.0,1.0,0.0,3.0,5.0,0.47,0.0,53.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.29,0.0,6.0,0.68,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,6.0,2.11,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.54,0.0,0.0,0
1.0,0.0,1.0,21.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.92,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.48,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,12.0,118.0,1.0,0.0,0.0,6.0,9.83,0.0,0.0,0.0,7.0,2.0,0.0,5.17,1.0,0.0,0.67,0.0,6.0,0.96,0.0,1.0,0
0.0,1.0,3.0,0.0,0.0,4.0,29.0,1.0,0.0,0.0,1.0,0.85,4.0,0.0,2.0,0.0,9.0,1.0,3.0,2.0,2.0,1.5,0.0,6.0,0.93,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,4.0,37.0,1.0,0.0,0.0,4.0,3.36,0.0,0.0,0.0,1.0,3.0,0.0,1.75,1.0,1.0,0.0,0.0,6.0,0.91,0.0,0.0,0
0.0,19.0,1.0,6.0,0.0,7.0,258.0,1.0,0.0,0.0,9.0,5.86,0.0,100.0,0.0,4.0,5.0,0.0,6.32,0.0,0.0,0.0,0.0,18.0,0.95,0.0,2.0,1
0.0,0.0,1.0,0.0,1.0,1.0,53.0,1.0,0.0,2.0,14.0,0.56,0.0,57.0,1.0,0.0,8.0,3.0,10.21,0.0,0.0,0.38,0.0,6.0,0.97,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,5.0,0.83,0.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,0.57,0.0,6.0,0.92,0.0,0.0,0
4.0,0.0,1.0,0.0,0.0,7.0,95.0,1.0,0.0,5.0,3.0,1.25,0.0,82.0,1.0,0.0,13.0,2.0,2.14,0.0,0.0,0.78,0.0,6.0,0.97,0.0,1.0,0
0.0,0.0,1.0,10.0,0.0,12.0,90.0,1.0,0.0,0.0,4.0,0.66,4.0,72.0,2.0,0.0,17.0,1.0,5.25,3.0,3.0,1.17,0.0,7.0,0.97,0.0,2.0,1
