,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
805,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,5.0,0.29,0.0,75.0,2.0,2.0,8.0,1.0,5.41176470588235,0.0,0.0,1.0,0.65,0.5,0.0,2.0,2.0
820,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,2.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.666666666666667,0.0,2.0,1.0
830,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,3.23,1.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.4,0.0,2.0,4.0
831,6.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,60.0,0.63,1.0,87.0,0.0,3.0,5.0,2.0,2.78787878787879,10.0,0.0,1.0,0.519480519480519,0.25,0.0,2.0,3.0
834,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.19,1.0,0.0,4.0,0.0,7.0,1.0,0.0,3.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0
837,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,1.83,0.0,0.0,4.0,0.0,2.0,1.0,1.42857142857143,0.0,1.0,1.0,0.0,0.5,0.0,3.0,1.0
838,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.43,0.0,0.0,4.0,0.0,9.0,1.0,4.0,1.0,2.0,1.0,0.235294117647059,0.4,0.0,3.0,1.0
43,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.79,0.0,0.0,4.0,0.0,3.0,1.0,1.42857142857143,0.0,1.0,1.0,0.6,0.5,0.0,4.0,1.0
46,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,1.83,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6,0.333333333333333,0.0,4.0,1.0
844,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.17,1.0,0.0,4.0,0.0,8.0,1.0,3.33333333333333,0.0,3.0,1.0,0.0,0.333333333333333,0.0,3.0,1.0
