test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
11,0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,55.0,1.0,15.0,1.0,7.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.6,0.0,2.0,0.0,3.0,0.7496012219616202,0.25039877803837984
1516,0,15.0,50.0,2.0,0.0,0.0,5.0,4.0,329.0,3.0,0.0,28.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,0.0,2.0,0.8025161110960899,0.19748388890391005
1516,1,0.0,29.0,1.0,0.0,0.0,8.0,1.0,261.0,1.0,0.0,0.0,97.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.75,0.0,2.0,2.0,2.0,0.6566607655203445,0.34333923447965553
1516,2,0.0,0.0,1.0,1.0,24.0,3.0,1.0,212.0,1.0,11.0,5.0,43.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.333333333333333,0.0,4.0,2.0,3.0,0.8248098667240672,0.17519013327593277
1516,3,0.0,1.0,1.0,12.0,1.0,1.0,2.0,175.0,7.0,8.0,53.0,118.0,0.0,2.0,1.0,10.0,2.0,0.0,0.0,0.0,0.555555555555556,0.0,4.0,0.0,11.0,0.5127144046280878,0.4872855953719122
38,0,13.0,0.0,1.0,2.0,1.0,4.0,1.0,692.0,2.0,10.0,7.0,130.0,0.0,3.0,17.0,64.0,2.0,0.0,1.0,0.0,0.4375,1.0,4.0,2.0,3.0,0.6038170515869845,0.39618294841301555
38,1,15.0,0.0,2.0,0.0,0.0,5.0,4.0,329.0,3.0,0.0,28.0,4.0,2.0,2.0,0.0,1.0,2.0,77.0,1.0,0.0,0.5,0.0,3.0,1.0,2.0,0.8471339906664717,0.15286600933352837
38,2,0.0,29.0,1.0,0.0,0.0,8.0,1.0,261.0,1.0,0.0,0.0,191.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.75,0.0,2.0,2.0,2.0,0.6566607655203445,0.34333923447965553
38,3,0.0,0.0,1.0,1.0,24.0,3.0,1.0,212.0,1.0,11.0,5.0,43.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.333333333333333,0.0,4.0,2.0,1.0,0.7709855330803843,0.22901446691961574
58,0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,129.0,1.0,15.0,12.0,8.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,2.0,1.0,2.0,0.628442334114536,0.3715576658854641
58,1,0.0,0.0,2.0,1.0,2.0,4.0,3.0,111.0,1.0,6.0,3.0,13.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,0.0,0.454545454545455,0.0,3.0,0.0,1.0,0.5062876851821878,0.4937123148178122
58,2,0.0,0.0,1.0,11.0,1.0,2.0,1.0,108.0,1.0,1.0,7.0,29.0,0.0,1.0,0.0,64.0,3.0,1.0,1.0,0.0,0.5,0.0,2.0,3.0,2.0,0.8413986193781055,0.15860138062189452
1534,0,5.0,2.0,1.0,1.0,1.0,6.0,2.0,176.0,1.0,0.0,6.0,10.0,0.0,5.0,0.0,5.0,2.0,1.0,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.6472314279970179,0.3527685720029821
1534,1,4.0,2.0,4.0,1.0,1.0,5.0,3.0,201.0,5.0,3.0,4.0,12.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.375,0.0,4.0,0.0,1.0,0.5424526668069585,0.45754733319304147
1534,2,1.0,0.0,1.0,1.0,6.0,2.0,2.0,173.0,51.0,7.0,18.0,58.0,0.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,0.384615384615385,0.0,3.0,0.0,3.0,0.8639774065101907,0.1360225934898093
1534,3,1.0,0.0,2.0,1.0,36.0,4.0,3.0,183.0,2.0,0.0,1.0,39.0,0.0,1.0,1857.0,1.0,2.0,0.0,0.0,0.0,0.714285714285714,0.0,5.0,0.0,0.0,0.6443263993875297,0.3556736006124704
1537,0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,107.0,1.0,13.0,17.0,48.0,0.0,2.0,1.0,36.0,3.0,1.0,1.0,4.0,0.4,0.0,3.0,0.0,2.0,0.7751467695773078,0.22485323042269217
1537,1,0.0,1.0,1.0,12.0,1.0,22.0,2.0,175.0,7.0,8.0,53.0,118.0,0.0,2.0,1.0,10.0,2.0,0.0,0.0,0.0,0.555555555555556,0.0,4.0,1.0,1.0,0.5132795028093787,0.48672049719062127
1537,2,1.0,0.0,1.0,1.0,45.0,0.0,2.0,86.0,12.0,23.0,21.0,41.0,0.0,2.0,5.0,11.0,2.0,0.0,0.0,0.0,0.3,0.0,3.0,0.0,2.0,0.8392653115924018,0.16073468840759825
106,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,66.0,4.0,11.0,2.0,9.0,13.0,1.0,0.0,16.0,3.0,0.0,0.0,0.0,0.727272727272727,0.0,3.0,0.0,2.0,0.5267823088539088,0.47321769114609125
106,1,0.0,62.0,1.0,0.0,56.0,2.0,1.0,69.0,1.0,3.0,7.0,15.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.6669761783446435,0.33302382165535643
110,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,945.0,1.0,2.0,8.0,24.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.333333333333333,0.0,3.0,0.0,1.0,0.801560261833316,0.198439738166684
110,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,1.0,0.0,14.0,30.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,0.0,0.454545454545455,0.0,3.0,0.0,5.0,0.9399955744348704,0.06000442556512967
110,2,0.0,0.0,1.0,16.0,0.0,0.0,1.0,22.0,3.0,2.0,6.0,20.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.416666666666667,0.0,1.0,1.0,3.0,0.9675844493409739,0.032415550659026154
123,0,0.0,0.0,1.0,1.0,24.0,3.0,1.0,539.0,1.0,11.0,5.0,43.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.333333333333333,0.0,4.0,2.0,1.0,0.7709855330803843,0.22901446691961574
123,1,1.0,0.0,1.0,1.0,6.0,2.0,2.0,173.0,9.0,7.0,18.0,58.0,0.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,0.384615384615385,0.0,3.0,1.0,3.0,0.8639774065101907,0.1360225934898093
123,2,4.0,2.0,2.0,1.0,1.0,5.0,3.0,1364.0,5.0,3.0,4.0,12.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.375,0.0,4.0,0.0,1.0,0.5424526668069585,0.45754733319304147
123,3,1.0,0.0,2.0,1.0,36.0,4.0,3.0,831.0,2.0,0.0,1.0,39.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.714285714285714,0.0,5.0,0.0,0.0,0.8472562315119416,0.15274376848805837
153,0,0.0,26.0,1.0,0.0,0.0,5.0,1.0,167.0,1.0,0.0,0.0,0.0,0.0,1.0,106.0,4.0,3.0,0.0,0.0,0.0,0.333333333333333,0.0,3.0,1.0,2.0,0.5459753963673899,0.45402460363261016
153,1,0.0,0.0,1.0,1.0,0.0,3.0,11.0,102.0,2.0,7.0,4.0,17.0,0.0,2.0,39.0,10.0,2.0,0.0,0.0,0.0,0.583333333333333,0.0,3.0,0.0,2.0,0.854528003778676,0.14547199622132395
153,2,5.0,2.0,1.0,1.0,59.0,6.0,2.0,176.0,1.0,0.0,6.0,10.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,0.719376095498445,0.28062390450155505
153,3,11.0,2.0,2.0,1.0,1.0,5.0,3.0,201.0,5.0,3.0,4.0,12.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.375,0.0,4.0,0.0,1.0,0.5424526668069585,0.45754733319304147
1620,0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,56.0,4.0,9.0,10.0,13.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.2,0.0,3.0,0.0,2.0,0.5170255753841356,0.4829744246158644
1620,1,0.0,0.0,1.0,1.0,2.0,3.0,2.0,55.0,1.0,4.0,1.0,144.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.6,0.0,2.0,1.0,3.0,0.9135913239231935,0.0864086760768065
1620,2,0.0,0.0,1.0,5.0,4.0,1.0,2.0,56.0,4.0,3.0,10.0,18.0,23.0,3.0,0.0,12.0,2.0,1.0,1.0,0.0,0.444444444444444,0.0,4.0,1.0,0.0,0.5813605052486693,0.41863949475133067
