,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE
624,1,2,1,1,0,8,1,1632,1,12,7,182,0,3,27,94,2,0,3.60913705583756,0,1,0,0.45,4,10
160,1,0,1,2,0,0,1,122,2,8,44,5,0,4,2,112,2,0,1.8595041322314,1,1,0,28,0.666666666666667,1
3399,1,3,1,1,0,0,2,83,5,16,39,86,0,3,2,30,4,0,3.19811320754717,0,1,0,0.15000000000000002,6,6
204,2,0,1,1,0,2,2,75,3,8,8,13,0,2,0,6,5,0,4.26086956521739,0,1,0,18,2,0.0
205,0,4,1,1,0,0,2,53,1,5,13,20,0,3,0,5,3,0,2.88636363636364,1,1,0,35,1.0,2
106,16,0,3,3,4,5,5,204,2,5,11,0.857142857142857,2,1,0,2,2,2,8.52941176470588,1,1,0,7,13,35
165,0,0,1,0,0,2,2,50,1,4,6,1.0,0,1,0,1,2,0,4.2,1,1,0,10,6,2
4195,0,0,1,1,0,0,1,43,1,0,19,2,0,5,2,51,2,0,1.7843137254902,1,1,0,3,1.0,16
212,0,0,1,0,0,0,1,22,1,2,8,9,0,3,0,0.0,2,0,1.55555555555556,1,1,0,25,5,1
59,17,7,1,1,0,2,1,417,26,2,32,1,0,3,19,0.5,2,0,2.19318181818182,0,0,0,150,2,14
913,0,0,1,1,0,2,2,65,1,5,9,0.6,0,1,103,2,2,2,2.95,0,1,0,2,2,15
7400,16,0,2,0,0,6,5,365,3,0,34,0.666666666666667,2,2,0,5,2,2,9.15,1,1,0,2,4,4
6488,10,0,1,4,0,0,2,27,1,2,4,0.5,0,3,0,9,1,0,5.14285714285714,1,1,0,2,3,2
6739,9,0,1,2,4,1,2,98,3,10,18,17,1,3,0,2,1,0,4.39622641509434,0,1,0,34,3,0.5
4185,1,0,1,1,0,1,3,58,1,7,3,23,0,1,4,2,2,0,7.85714285714286,1,1,0,13,1.0,2
4637,1,0,1,0,2,0,1,106,1,7,9,9,0,3,2,2,4,0,2.54891304347826,1,1,0,176,0.4,36
3061,4,0,1,1,0,5,5,109,1,0,13,7,6,2,0,11,2,2,10.0,1,1,0,0.4,4,3
117,7,0,2,1,0,4,3,137,4,9,13,4,1,3,0,19,2,0,5.41463414634146,1,1,0,0.8,3,7
5528,0,0,1,3,0,0,1,32,1,3,11,0.0,0,3,0,30,2,0,1.48484848484848,0,1,0,12,3,2
4237,0,0,1,1,0,0,1,49,1,1,18,50,0,5,0,8,2,0,1.72549019607843,1,1,0,0.5,4,0
5371,1,0,1,2,0,1,3,65,4,7,11,19,1,4,0,20,2,0,6.25925925925926,0,1,0,0.15000000000000002,2,4
