Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_LINE <= -0.155,0.09286,0.99519,1.08902
MINOR_LINE <= 1.045,0.25223,0.99292,1.08654
CountLineComment <= 19.8,0.18661,0.99282,1.08643
19.8 < CountLineComment <= 30.8,0.28616,0.98908,1.08233
-0.155 < MAJOR_LINE <= 0.215,0.35982,0.98511,1.07799
CountClassCoupled <= 0.44,0.22723,0.98232,1.07494
CountClassBase <= 0.78,0.18929,0.98113,1.07364
-0.03 < AvgLineComment <= 0.58,0.3,0.98065,1.07312
MaxNesting_Mean <= 0.03,0.24107,0.97963,1.07199
-0.0215 < OWN_COMMIT <= 0.0285,0.39777,0.97868,1.07095
