Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 7.2,0.08705,1.0,1.08475
-0.025 < OWN_COMMIT <= 0.047,0.37098,0.99278,1.07691
7.2 < CountLineComment <= 28.2,0.34688,0.99228,1.07637
-0.13 < MAJOR_LINE <= 0.245,0.32813,0.99048,1.07441
MaxNesting_Mean <= 0.07,0.22321,0.988,1.07173
-0.85 < CountClassCoupled <= 2.1,0.32455,0.98487,1.06833
RatioCommentToCode > 1.415,0.19598,0.98405,1.06745
1.76 < MINOR_LINE <= 2.41,0.20446,0.97817,1.06106
1.16 < CountInput_Mean <= 2.48,0.22321,0.978,1.06088
-0.55 < CountDeclMethodPrivate <= 0.11,0.51607,0.97578,1.05847
