Antecedent,Antecedent Coverage %,Confidence,Lift
-0.014 < OWN_COMMIT <= 0.017,0.85176,1.0,1.08839
-0.15 < MAJOR_LINE <= 0.235,0.37573,1.0,1.08839
PercentLackOfCohesion <= 1.6,0.22945,1.0,1.08839
MAJOR_LINE <= -0.15,0.08855,1.0,1.08839
CountLineComment <= 14.4,0.08268,1.0,1.08839
CountInput_Mean <= 1.18,0.2045,0.99761,1.08579
29.6 < CountLineComment <= 41.6,0.16683,0.99707,1.0852
0.235 < MAJOR_LINE <= 0.655,0.11986,0.99592,1.08395
1.18 < CountInput_Mean <= 1.76,0.20205,0.99516,1.08312
2.51 < CountInput_Mean <= 3.45,0.2001,0.99511,1.08307
