Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 16.8,0.13259,0.99663,1.06867
MAJOR_LINE <= -0.21,0.10089,0.99558,1.06754
-0.047 < OWN_COMMIT <= 0.025,0.42143,0.9947,1.0666
CountClassCoupled <= 0.6,0.22411,0.99402,1.06588
1.17 < CountInput_Mean <= 2.34,0.21607,0.99174,1.06342
PercentLackOfCohesion <= 2.5,0.23438,0.99048,1.06207
0.825 < RatioCommentToCode <= 1.385,0.17411,0.98718,1.05854
-0.21 < MAJOR_LINE <= 0.205,0.39821,0.98543,1.05666
-0.33 < CountDeclMethodPrivate <= 0.23,0.44286,0.98286,1.05391
0.6 < CountClassCoupled <= 2.18,0.20357,0.98246,1.05347
