Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 18.4,0.18527,0.99518,1.0661
PercentLackOfCohesion <= 4.5,0.22545,0.98812,1.05853
18.4 < CountLineComment <= 25.8,0.22321,0.988,1.0584
CountClassCoupled <= 0.3,0.19196,0.98605,1.05631
-0.012 < OWN_COMMIT <= 0.059,0.36741,0.9842,1.05434
25.8 < CountLineComment <= 36.9,0.21563,0.98344,1.05351
MINOR_LINE <= 1.04,0.26071,0.98288,1.05291
0.3 < CountClassCoupled <= 2.14,0.22902,0.98051,1.05038
-0.48 < CountDeclMethodPrivate <= 0.065,0.55357,0.97581,1.04534
-0.11 < MAJOR_LINE <= 0.19,0.38795,0.97468,1.04414
